ID,Purpose,Test steps
T-8,"Purpose
This basic testcase is designed to verify that the fundamental bookmark
  function is in place, i.e. clicking on a bookmark takes you to that page.","Initial Conditions
You must have a bookmarks file. To promote consistency, you may choose to use the default set of Netscape Seamonkey Bookmarks . You also have the option to use this very large bookmarks file . You must also customize your sidebar to include a bookmarks panel.

Steps/Description
Select the toplevel ""Bookmarks"" menu. Select any bookmark on the
    list. Click ""Bookmarks"" on the Bookmarks/personal toolbar. Select any
    bookmark on the list. Open the sidebar; click on the ""Bookmarks"" panel. Double-click any
    bookmark on the list. From the toplevel ""Bookmarks"" menu select ""Manage Bookmarks"".
    Double-click any bookmark in the window.

Expected Results
In all cases, the url corresponding to the bookmark you selected should be
  loaded in the browser window."
T-9,"Purpose
This basic testcase is designed to verify that all the bookmarks within
  the default bookmarks file that is packaged with the browser are valid
  links.","Initial Conditions
You must have the default bookmarks file installed. Here is the Netscape bookmarks file , here is the Mozilla bookmarks file .

Steps/Description
Using the Bookmarks menu or the Manage Bookmarks window, select and surf
  each and every bookmark in turn.

Expected Results
Each bookmark should load completely in the browser window. There should
  be no ""dead"" links."
T-38,"Purpose
To determine whether cut/copy/paste works on text fields within dialog
  boxes and other UI windows.","Steps/Description
Mac OS With the mouse, select a text string within the browser window, and
        choose ""Copy"" from the Edit menu. From the Edit menu, choose Find on this Page... Press Command+V to paste the text. Press Command+A to select the just-pasted text Select the first three words of the line: ---> this very line <--- ...and press Command+X to cut the text Press Command+A to select the remaining text, and choose
        ""Delete"" from the Edit menu to clear the text selection. Repeat steps 1-6, but do so using via control+click context menus,
        rather than through keyboard shortcuts. Repeat steps 1-6, but do so using Mozilla's menu bar, rather than
        keyboard shortcuts. (For bonus points, perform this step via a text
        field in a modal dialog, such as within Preferences.) Windows With the mouse, select a text string within the browser window, and
        choose ""Copy"" from the Edit menu. From the Edit menu, choose Find on this Page... Press Control+V to paste the text. Press Control+A to select the just-pasted text Select the first three words of the line: ---> this very line <--- ...and press Control+X to cut the text Press Control+A to select the remaining text, and choose
        Delete from the Edit menu to clear the text selection. Repeat steps 1-6, but do so using via context menus, rather than
        through keyboard shortcuts. Linux With the mouse, select a text string within the browser window, and
        choose Copy from the Edit menu. From the Edit menu, choose Find on this Page... Press Alt+V to paste the text. Press Alt+A to select the just-pasted text Select the first three words of the line: ---> this very line <--- ...and press Alt+X to cut the text Press Alt+A to select the remaining text, and click
        after the right edge of the text selection. Press the middle mouse button to paste the selected text. Presss Alt+A to select the contents of the text
        field Choose ""Delete"" from the Edit menu to clear the text
        selection.

Expected Results
Mac OS & Windows : Step 2: The ""Find on Page"" dialog should appear. Step 3: The copied text "" this very line of text "" should
      be pasted into the text field. Step 4: The text field contents should now be selected Step 5: The text field should now comprise: "" of
      text "" Step 6: The text field should now be empty. Linux: Step 2: The ""Find on Page"" dialog should appear. Step 3: The copied text "" this very line of text "" should
      be pasted into the text field. Step 4: The text field contents should now be selected Step 5: The text field should now comprise: "" of
      text "" Step 6: The editing caret should exist to the right of the text "" of text "" Step 7: The text field should now contain "" of text this very
      line "" Step 8: The text field contents should now be selected Step 9: The text field should now be empty."
T-45,"Purpose
Verify that dragging a link or image to a frame-set page properly replaces
  the entire window contents, and that dragging from within a frame-set page
  properly replaces the target frame.","Steps/Description
Open the frame-test.html test file Drag the Drag Me link to the left frame Drag the space shuttle image to the left frame In a new browser window, open the page-test.html test file From the single-page ( page-test.html )
    window, drag the Drag Me link to a frame in the frame-set ( frame-test.html ) window Press the Back button in the frame-set window From the single-page window, drag the space shuttle image to a frame in
    the frame-set window

Expected Results
2. The dragme.html page should open in the target frame (bug 83963 )
3. The space shuttle image should open in the target frame (bug 83963 )
5. The dragme.html page should replace the frame-set page
7. The space shuttle image should replace the frame-set page
need iframe test cases"
T-55,"Purpose
Verify that all valid file types can be dragged onto the application icon
  on Windows and Mac OS","Steps/Description
Download the test archive for your system, linked below, to your
    computer and decompress it. Drag the HTML file mozilla.html onto the
    application icon Drag the shortcut file mozilla.org onto
    the application icon Drag the text file mozilla.txt onto the
    application icon Drag the image file mozilla.jpg onto the
    application icon Drag the image file mozilla.gif onto the
    application icon Drag your a folder (or directory) icon from your desktop or file
    manager onto the application icon. Drag the Recycle Bin (Trash on Mac OS) onto the application icon.

Expected Results
2. The mozilla.org page should be displayed
3. The mozilla.org Web site should be displayed
4. The mozilla.org text file should be displayed
5. Mozilla himself should be displayed
6. The mozilla.org banner should be displayed
7. The directory contents should be displayed
8. The drag&drop operation should be either rejected or ignored"
T-58,"Purpose
Determine whether the application and OS properly handle items dragged
  from the Bookmark Manager","Steps/Description
Replace your browser's bookmarks file with the bookmarks.html file.
Drag the Sample/FTP:URLs folder to your desktop Drag the FTP: Netscape bookmark to your desktop. Open the Personal Toolbar Folder, as well as its enclosed Channels
    folder Perform a drag-select beginning with Personal Toolbar Folder ,
    and ending with Computing and Internet Drag these files to your desktop Drag the @vantage bookmark onto invalid or inappropriate OS interface
    objects, e.g. Network Neighborhood (win32), or a Desktop Printer (Mac
    OS). Drag the Business and Finance folder to the Trash (or on
    Windows, to the Recycle Bin)

Expected Results
1. The Sample/FTP:URLs folder should appear on your desktop
  (containing the bookmarks). The file name should be converted to properly
  handle the lack of slashes within file names on Windows, and colons on Mac
  OS.
2. The FTP: Netscape bookmark should appear on your desktop (on Mac
  OS, also with a file name converted to properly handle the lack of colons
  within file names.)
5. All dragged files should appear on the desktop, with the same hierarchy
  that existed within the Bookmarks window.
6. All inappropriate icons should reject the drag.
7. The Business and Finance folder should no longer exist within
  Bookmark Manager, and be deleted."
T-60,"Purpose
Verify that dragging a large (e.g. 5 MB) image across browser windows, to
  desktop, and into mail message works properly.","Steps/Description
Open the p43886.jpg image file in the browser window Open a second browser window Drag the image into the second browser window Drag the image onto the desktop Open a HTML Compose Mail window (if the compose window opens in plain
    text mode, close the window, then in the mail window Ctrl+click ( Cmd+click in Mac OS) the Compose button) Drag the image into the Compose Mail window

Expected Results
2. The second browser window should also open the image.
3. The image file should be saved onto the desktop
5. The image should be copied to the Compose Mail window"
T-72,"Purpose
Verify that you can save a form's data from the popup dialog box,
  never for this site and you are never asked again upon returning to the
  site","Initial Conditions
You should have no form data saved

Steps/Description
Go to a site that needs information, for example
    travelocity.com Fill in all the fields for fare finder and click go Click Never for this site From the Tools menu, open the Form Manager sub-menu, and then
    choose Manage Sites Click the Forms Never Saved tab Close the application Restart application and return to the site used above Enter data again and click go

Expected Results
2. A dialog should appear asking if you would like to save the values
  you filled in
3. Your data should not be saved to Form Manager and this site should
  now be listed as a site to never save form data from
4. Form manager should appear
5. The site should be listed under this tab
8. You should not get a dialog box asking if you would like to save
  the form data"
T-115,"Purpose
Determine whether Netscape Technical Support displays correctly","Initial Conditions
Netscape should be started up

Steps/Description
From the Help Drop Down Menu, select Help and Support Center Click the Assisted Support Options link Click the Communicator 4.x link Click on the Netscape link Click on the Intertional Browsers link

Expected Results
1. The Help and Support Center page should come up
2. You should be taken to the Need some help? page
2. Help number should be listed 1(800)411-0707 (They
  will help you for low-cost assistance)
2. There should be links to Communicator 4.x, Netscape 6,
  International Browsers
3. You should be taken to a general Help page for Communicator 4.x
4. You should be taken to a general Help page for Netscape 6
4. Verify that the browser mentioned on this page is the correct
  version of the Netscape 6 browser
5.You should be taken to a general Help page for International
  Support"
T-117,"Purpose
Determine whether International Users displays correctly","Initial Conditions
Netscape should be started up

Steps/Description
From the Help Drop Down Menu, select Help and Support Center Click on the International Link

Expected Results
1. The Help and Support Center should come up
2. You should be taken to an International Users page
2. This page should Have Current information for International
  users"
