ID,Purpose,Test steps
T-10,"Purpose
This basic testcase is designed to verify that the edit properties feature
  works as prescribed for various items.","Initial Conditions
You must have a bookmarks file. To promote consistency, you may choose to use the default set of Netscape Seamonkey Bookmarks , which I
    use. I have also provided the default Mozilla bookmarks file. You also have the option to use this very large bookmarks file . You must also customize your sidebar to include a bookmarks panel.

Steps/Description
Select Bookmarks|Manage Bookmarks. Select a bookmark. Select File|Bookmark Properties. Change the Name OR the Location. Edit the Description field. Click ""OK"" Surf the link. Select a folder. Select File|Bookmark Properties. Change the Name. Change the description. Click ""OK"".

Expected Results
For step(2) the changes should take effect upon pressing ""OK"". The
    changes should be seen in the four standard locations.If the name changed
    clicking the new bookmark name should go to the same url. If the url
    changed, clicking the same name should go to the new url. For step(3) the changes should take effect upon pressing ""OK"". The
    changes should be seen in the four standard locations."
T-14,"Purpose
This basic testcase is designed to verify that bookmarks are added and
  deleted from the personal","Initial Conditions
You must have a bookmarks file. To promote consistency, you may choose to use the default set of Netscape Seamonkey Bookmarks , which I
    use. I have also provided the default Mozilla bookmarks file. You also have the option to use this very large bookmarks file . You must also customize your sidebar to include a bookmarks panel.

Steps/Description
Select Bookmarks|Manage Bookmarks. Click on disclosure triangles to open/close several folders. Remember which were open/closed. Do the same for bookmarks folders in the bookmarks sidepanel. (Do not
    close Manage Bookmarks) Quit the browser (alternately, induce a crash) Launch the browser and open the sidebar and Manage Bookmarks.

Expected Results
The bookmarks tree should have the same shape, ie folders that were
    closed should still be closed and those that were open should still be
    open. This should be true for the bookmarks in the sidepanel as well."
T-16,"Purpose
This basic testcase is designed to verify that bookmarks can be renamed
  ""inline"" i.e. without having to use the bookmarks properties dialog.","Initial Conditions
You must have a bookmarks file. To promote consistency, you may choose to use the default set of Netscape Seamonkey Bookmarks , which
    I use. I have also provided the default Mozilla bookmarks file. You also have the option to use this very large bookmarks file . You must also customize your sidebar to include a bookmarks panel.

Steps/Description
Select Bookmarks|Manage Bookmarks. Click a bookmark by single clicking on the name of the bookmark. Type a new name. Press enter. Select Edit|Bookmark Properties, look at the name field.

Expected Results
In step(2) the bookmark name should hilite and become editable. In step(3) and step(4) the new name you typed should replace the old
    name."
T-19,"Purpose
This basic testcase is designed to verify that columns are resizable by
  dragging them to an arbitrary size.","Initial Conditions
You must have a bookmarks file. To promote consistency, you may choose to use the default set of Netscape Seamonkey Bookmarks , which I
    use. I have also provided the default Mozilla bookmarks file. You also have the option to use this very large bookmarks file . You must also customize your sidebar to include a bookmarks panel.

Steps/Description
Select Bookmarks|Manage Bookmarks. Mouseover the separator between the ""Name"" and ""URL"" columns. Click and drag that separator to the left and right. Repeat this with each of the other column separators.

Expected Results
In step(2) the mouse pointer should change to a double-arrowed
    icon (platform specific or XP?). In step(3) the column sizes on either side of the separator should
    shrink and grow as you drag. The content of the column should move with
    the column header. Column content that is obscured should be replaced by
    the ellipsis(?)."
T-36,"Purpose
Determine whether extremely large images can be copied from web pages.","Initial Conditions
None.

Steps/Description
View the below-linked 4.7 MB JPEG image. Copy the image to the system Clipboard. View the system Clipboard, or page the Clipboard contents to an
    application that supports image display.

Expected Results
The JPEG file should be properly displayed on the system Clipboard."
T-37,"Purpose
Determine whether complicated rich text (such as massively nested tables)
  can be copied.","Initial Conditions
None.

Steps/Description
For each of the following links:
Select and copy the page content View the system Clipboard
(examples from NGLayout Stress
  tests )

Expected Results
The page content should be properly copied to the Clipboard. (""Proper"" is subjective; compare to IE 4.x or 5.x as a baseline and use your
  best judgement.)"
T-41,"Purpose
To confirm that dragging a text or image link from one browser window to
  another opens the link in the target window.","Steps/Description
Open the testfile.html test file Open a new browser window Drag the Drag Me link from the first browser window to the new
    window Drag the Space Shuttle image from the first browser window to the new
    window.

Expected Results
3. The dragme.html page should open in the
  new window
4. The large space shuttle image should open in the new window."
T-52,"Purpose
Confirm that files for installed helper applications are properly
  processed when dragged from the desktop","Initial Conditions
Macromedia Flash helper application is installed for the application

Steps/Description
Download the firstrun.swf test file to your
    computer From your desktop or file manager, drag the downloaded file to the
    browser window

Expected Results
2. The RealPlayer 7 intro animation should display within the browser
  window."
T-69,"Purpose
This basic testcase is designed to verify that you can save a form's data
  from the edit menu","Initial Conditions
You should have no form data saved

Steps/Description
Go to a site that needs information, for example mapquest.com Fill in all the fields for driving directions and click get
    directions Click yes From the Tools menu, open the Form Manager sub-menu, and then choose
    Edit Form Info

Expected Results
2. A dialog should appear asking if you would like to save the values you
  filled in
3. Your data should be saved to Form Manager
4. Your saved data should appear in the Forms Manager"
T-99,"Purpose
This basic testcase is designed to verify that the up arrow and down arrow Keys function 
  properly in help","Initial Conditions
Netscape should be started up

Steps/Description
Select the toplevel Help menu. Select Technical Support Push the down arrow key on your keyboard Push the up arrow key on your keyboard Click a few random links in help and try using these keys
    again

Expected Results
2. You should be taken to http://help.netscape.com/
4. This should move you down the page until the end
5. This should move you up the page until you reach the top
6. Up arrow and down arrow keys 
  should consistantly move you up and down pages"
