ID,Feature,Description
R-8,Surf Bookmark,"Verify that double-clicking on a bookmark causes it to be launched in
      a browser window"
R-10,Edit item properties,"Verify that changes to an item are saved without loss of item
      integrity."
R-18,Sort by columns,sort and reverse-sort per column
R-30,Prevent bad drops,"Verify that it is NOT possible to drop an item onto itself or its
      immediate parent or child"
R-32,Styled Text,"Determine whether text copied from a formatted web page (such as
      within a table) has a ""non-annoying"" layout."
R-33,Images,"Determine whether native and non-native images are correctly copied
      to the system Clipboard."
R-35,Overflow,"Determine whether extremely large text blocks can be copied from web
      pages."
R-42,D&D Links onto the Desktop,"Confirm that dragging a link from the browser window
      onto the desktop creates a shortcut."
R-43,D&D Images across browser windows,"Verify that dragging an image across browser windows
      opens the image"
R-47,D&D to Dialog,"Confirm that text, links, and images dragged to a
      non-modal dialog are handled properly"
R-49,D&D from the desktop – Shortcuts,"Confirm that dragging an Internet shortcut to the
      browser window opens the URL"
R-51,D&D from the desktop – Images,"Confirm that dragging a supported image file
       to the browser window display the file"
R-52,D&D from the desktop – Plug-in files,"Confirm that dragging a helper-application
       file to the browser window opens the file
       properly"
R-56,D&D URL Proxy Icons,"Verify that dragging the URL proxy icon to a browser
      window opens that URL in the target window"
R-65,Form Manager - Pop-up,"Verify that a form fill popup menu is activated
      when a field gets accessed that has been saved in form
      manager data."
R-66,Form Manager - Permission Zones,"* Longer range:
      there is discussion about introducing Internet permission zones.
      Some of the settings shown here may be controlled by such zones
      (Waiting for Implementation)"
R-76,Edit Form Data - new value for field,"Verify that if you add a new value for a field in Form Manager
      it is later offered as an option when prefilling a form using
      this field."
R-79,Delete Form Data - cancel,"Verify that if you delete data in the Form Manager then
      click cancel, the data has not been deleted"
R-84,Sidebar,"Verify that there is a tab for help and you can create a Help
        Sidebar tab with dynamic information"
R-85,Index,"Verify that there is an in Index of help content and a list of
        keywords to links in the help content. (Verify the content is in local
        documents)"
R-86,Favorite,"Verify that is it is possible to have favorite help topics -
        similar to IE help which has a special tab to add favorite help
        topics."
R-90,TS/Buddy List,"Verify that there is Troubleshooting Help about the problme ""if you
        can't see anyone in your buddy list window."""
R-91,Glossary,"Verify that in the Glossary there includes a section on tips and
        tricks/tip of the day."
R-93,Glossary,"Verify that in the Glossary there includes a section for an Upgrade
        Guide."
R-96,Tool bar Minimization,"Verify that minimization, maximize and close buttons of the toolbar
        invoke the correct behavior"
R-98,Hide/Show toolbar,"Verify that you can hide the toolbar in help as well as reopen
        it"
R-111,Same time messaging,Determine whether Same time messaging displays correctly
R-114,New to the net tutorial,"Determine whether the New to the net tutorial displays
        correctly"
R-118,Feedback Center,Determine whether the Feedback Center displays correctly
R-119,About,Determine whether the About Netscape displays correctly
R-121,Record sites,Verify that visited links are recorded.
R-125,Delete multiple entries,Delete multiple History entries
R-129,Sort by columns,sort and reverse-sort per column
R-130,Resize columns,Verify that columns are resizable to show/hide more of entries
R-132,Don't record everything,"Verify that things that aren't supposed to be added to history
        aren't (eg chorme:/// url's)"
R-134,Go menu list,Verify correct recently visited sites are in go menu.
R-135,Back and Forward button dropdowns,"Verify recently visited sites are in Back and Forward button
        dropdown menu and work."
R-141,Resize to window,"Determine that large Images can be resized to the browser window
        and will not cause you to scroll in order to view entire image."
R-145,Save Image,"Determine that you can right click an image and save to your local
        drive."
R-146,Send in mail,"Determine that you can right click an image and send it via
        email."
R-148,Print image,"Determine that it is possible to print an image without changing
        the currently loaded page"
R-152,Image Display,"Determine whether images load directly into the web browser from a
        local hard drive."
R-153,Image Display,"Determine whether animated GIFs continue to animate after an
        extended period of 24 hours or greater."
R-157,Image Display,"Determine whether X Bitmap (XBM) format images can be displayed.Note: XBM will not be supported in the initial 5.0
          release."
R-162,Test Liveconnect functionality with applets,Test applets with liveconnect
R-163,Test lifecycle of applets,Test lifecycle of applets
R-169,"Activation, disable after saved","Verify that when the password manager has been disabled, it is no
      longer in use, even for passwords already saved"
R-171,"Actitvation, ftp","Need a good working case for this, working on
      it"
