ID,Feature,Description
S155,Calendar in Swedish format,"HES calendar should be displayed in Swedish format (YYYY-MM-DD, Y=year, M=month, D=day)"
S166,Authorization profiles for user rights,"HES shall have authorization profiles for at least the following user rights:
- Accessing operating system, starting and stopping the system, updating database, changing authorization profiles, etc.
- Input/update of structural data, collection of Metering values, etc.
- Connection and disconnection of the customer installation via the Metering Unit switch
- Access to Metering Unit meter data and settings
- Only 'view', not 'edit'"
S171,Connection and disconnection of breakers from other GE systems,The HES shall be able to receive calls from other business systems within GE for connection and disconnection of customer facilities via the Metering Unit's switch.
S172,Status of switches to other GE system,The HES shall be able to send information to other facility systems if a Metering Unit's circuit breaker is switched on or off.
S174,Status of the customer interface,"In HES, it shall be possible to see whether the Customer Interface in a Metering Unit is enabled or disabled for data sending."
S177,Interpolation in HES,There should be functionality in HES to perform interpolations where the collected value is missing.
S192,Licensed telecommunications networks,"If the communication solution includes licensed telecommunications networks, it must comply with Ordinances and Regulations in accordance with PTSFS 2015:2 issued by PTS (Swedish Post and Telecom Authority)."
S196,Virtual and physical servers,HES should be able to run on virtual servers as well as physical ones.
S213,Web service calls,HES shall be able to make and receive web service calls.
S221,Common Information Model (CIM),The HES system shall support the Common Information Model (CIM) and comply with standard IEC 61968-9 or equivalent when exchanging information with e.g. Distribution Management Systems (DMS) and Meter Data Management Systems (MDMS).
S228,Controlling logout time,The client shall be able to control after how many minutes of inactivity a User is automatically logged out of HES.
S231,Encryption keys,The metering system shall be able to manage and administer the encryption keys of the metering units.
S234,Security log,Everything of importance to the security of the Metering System shall be recorded in a security log or equivalent.
S236,Log date and system time,The date and system time shall be recorded for each logged record.
S237,Logging unique identity,The unique identity of the subject shall be recorded for each logged record.
S238,Protection of meters,"The meters shall be protected against intrusion, tampering and execution of unauthorized or malicious code."
S241,Authentication against neighboring systems,Authentication shall be used when the Metering System interacts with neighboring systems.
S259,Dependencies with other systems,Solution design should be such that dependencies on other systems do not cause the system to lose protection.
B11,Possible overheating,The metering unit shall have the capability to detect connections that may cause overheating.
B24,Record communication errors,"The metering system shall record and store information when the following Events occur:
8. communication failure"
B30,Record when high power exceeds limit value per phase,"The metering system shall record and store information when the following Events occur:
14. High power exceeds set limit value per phase"
B31,Record when power output exceeds limit value,"The metering system shall record and store information when the following Events occur:
15. Total power consumption exceeds the set limit value"
B34,Configure records to be stored for events,"For each Event, it shall be possible to optionally configure which registers (OBIS codes) in the Metering Unit are to be stored."
B35,Disable sending of Events from specific Metering Unit,It shall be possible to disable the sending of Events from the designated Metering Unit from HES in order not to have to receive a large amount of Events from a particular Metering Unit.
B42,Communication status,"It shall be possible to view the communication status of the Metering Unit directly, without manual intervention and without opening the meter."
B48,sealing device,The sealing device of the metering unit shall be raised and clearly visible for easy and accessible insertion of the sealing wire.
B53,minimum rated current 5A,The metering unit shall be rated for a minimum current of 5 (Imax 100) A.
B61,Response times in the user interface,"Response times in the HES user interface shall not exceed:
- 0.5 sec from input, keystroke or equivalent to first response on screen
- 0.5 sec for display of form view including data
- 5 sec for display of simple report
- 15 sec for login"
B71,Help function,The HES user interface shall (LB71) include a help function to assist the User in understanding how to perform tasks using the functionality of the system.
B73,Filtering and sorting in alarm list,A User shall have the possibility to filter and sort the alarm list.
B81,Detecting meters with communication problems,"In HES, it shall be possible for the User to detect and view individual Metering Units that have communication problems."
B83,View meters with communication problems in map,"In HES, it should be possible to visualize Metering Units with communication problems in a graphical view/map that can be zoomed in and out."
B85,View last measurement value and time,The last Metric and the time of communication with the Metering Unit shall be displayed in the HES.
B87,copy static fields,"It shall be possible for the User to be able to copy static fields in HES such as headers, status, responses to Events in the system."
B90,Mass deletion,"In HES, there shall be a function to perform mass deletion of overall structure data objects so that all linked relations are also deleted. E.g. that this is implemented via group membership."
B91,Configuring the Metering Unit,Configuration of the Metering Device from HES shall be possible without downloading new Firmware.
B93,Create groups,"Groups should be able to be created dynamically by the User in HES using different parameters, e.g. Facility ID for export of collected data or upgrade of the meter's software where group can be by postal code or meter identity."
B105,Database hosting,The HES database must be able to be hosted in the Contracting Authority's database hosting facility.
B106,Hardware for the user interface,"HES should be designed to work with different types of computers, tablets and smartphones, with different architectures and operating systems."
B108,Send the same info again,It should be possible to send the same information to HES several times
B113,Synchronization with GE controlled NTP,The metering system and surrounding infrastructure located within GE's network shall be synchronized with GE controlled NTP.
S548,Test report,"The Contractor shall prepare a test report for the test phases for which the Contractor is responsible during the Delivery Project, as shown in Figure 1 in clause 3.2."
S549,Content of the test report,"The test report shall contain at least: 
-Test cases executed 
-Results of the tests 
-Residual errors, if any 
-Residual test cases, if any 
-Suggested actions"
S555,Retesting after modifications,The supplier shall also report the possible consequences and impact on other functions of the modifications made. The customer has the right to require repetition of the tests made in FAT if such modifications are made.
S557,Scope of UAT,The purchaser's UAT (User Acceptance Test) shall include testing and verification of all requirements according to the Specification unless otherwise agreed.
S559,Support under UAT,The Supplier shall be present at the Purchaser's premises and assist the Purchaser in carrying out the UAT.
