ID,Feature,Description
R-3,File Bookmark,"Add a new bookmark into a specific location within the bookmarks
      hierarchy."
R-36,Overflow,"Determine whether extremely large images can be copied from web
      pages."
R-39,General,"Determine whether text outputted by JavaScript is properly
      copied."
R-44,D&D Images onto the Desktop,Vrify that dragging an image onto the desktop saves the image
R-67,Save Form Data - edit menu,Verify that you can save a form's data from the edit menu.
R-78,Delete Form Data - remove field value,"Verify that if you delete data in the Form Manager, that this
      data is not shown as an option when prefilling a form."
R-88,TS/Sign on,"Verify that there is Troubleshooting Help about the problem ""if you
        can't sign on"""
R-91,Glossary,"Verify that in the Glossary there includes a section on tips and
        tricks/tip of the day."
R-94,Glossary,"Verify that in the Glossary there includes a tutorial on how to do
        better searches"
R-101,Non Clickable Regions,"Verify that clicking non clickable regions in help causes no
        behavior"
R-106,Customizing Netscape 6,"Determine whether Customzing Netscape 6 help content displays
        correctly"
R-110,Security and Privacy,Determine whether Security and Privacy displays correctly
R-118,Feedback Center,Determine whether the Feedback Center displays correctly
R-119,About,Determine whether the About Netscape displays correctly
R-126,Erase all,Clear all of history
R-143,Resize to original,"Determine that it is possible to resize an image to it's original
        size after it has been resized to window size."
R-150,Cache/Networking,"Determine whether reloaded web pages properly display images
        modified since the last load."
R-153,Image Display,"Determine whether animated GIFs continue to animate after an
        extended period of 24 hours or greater."
R-169,"Activation, disable after saved","Verify that when the password manager has been disabled, it is no
      longer in use, even for passwords already saved"
R-171,"Actitvation, ftp","Need a good working case for this, working on
      it"
R-173,"Password Manager, multiple passwords","Verify that when you have saved a username and password for a website
      and you later change the password, that password manager picks up the new
      password"
R-179,"Preferences, passwords saved, remove all","Verify that you can remove all username and password information and
      it will no longer autofill nor will anything be listed in password
      manager"
R-187,"Tasks, passwords never saved, remove all","Verify that you can remove all site and username information from the
      passwords never saved section of password manager"
R-188,Print a Page with frames,Determine whether a page with frames prints properly
R-191,Alignment Test,"Determine if a page with aligned text prints as seen on
        screen"
R-193,Test Portrait and Landscape settings,"Determine if a page with portrait and Landscape settings prints
        properly"
R-199,Sample XML Pages for printing,Determine if XML pages print properly
R-200,Top Web Sites,Determine if  top web sites print properly
R-207,Print Preview,Determine if print Preview works correctly
R-210,Header/Footer Test,Determine that header/footer info gets printed
R-216,Macromedia Shockwave Tests,Determine if Shockwave movies work properly
R-217,Acrobat Tests,Determine if Acrobat plugin works properly
R-219,Viewpoint Plugin,Determine if windows media player works fine
R-227,Drag-selection,"Currently, it is my understanding that there will be no new
        features in this area (can monitor bug list)"
R-235,Startup,Check default panels and default open panels(content loaded?)
R-245,Add/Remove,Delete all panels
R-248,Preview,Test the previewing of panels
R-253,What's Related,Verify that What's Related lists related sites
R-262,URL in current browser window,"Open a web location (URL) in the current Navigator window. Includes
        test to dismiss dialog."
R-264,URL in an editor window,"Open web location in a Composer window. Includes test to dismiss
        dialog."
R-275,Use on unix,"Use of the XUL file picker on Linux to navigate through 
        directories and open files (html, plaintext, image). Resizing,
        selection/scrolling, cancellation also tested. Test last
        directory-viewed."
R-278,Find in other document content,"Find in plaintext, xml page, ftp listing."
R-281,Find direction,"Find forwards and backwards within a document. Test Find
        Again."
R-294,Info window content,Verify these sections:Information on the current pageForms on the current page (if applicable)Images on the current page (if applicable)Screenshot of selected images below grippy.
R-300,Testing under Modern theme,Verify Modern theme works as advertised
R-306,"Verify all the selectable items on other applications under
        Modern theme","Click through all the items on menu bar and tool bars under AIM,
        Composer, Mail and Address book to see all the looks and feel are
        consistence under Modern theme"
R-307,Verify themes under View menu,"Test all the items under ""Apply Theme"" under View menuSelecting ""Theme Preferences""Get New ThemesClassicModern"
R-318,Thumb Scroll,Click and drag thumb to scroll page
R-323,Add a folder,"Verify that a folder added to the personal toolbar functions
        properly."
R-325,Correct items/links,Verify that the correct items are in the taskbar.
