ID,Feature,Description
R-19,Resize columns,Verify that columns are resizable to show/hide more of entries
R-45,D&D to Frameset page,"Verify that dragging onto a frame-set
      page loads the dragged content properly."
R-55,D&D onto the Application Icon,"Verify that items dragged onto the
      application icon are handled properly"
R-177,"Preferences, view passwords never saved","Verify that when you have designated not to ever save a username and
      password in password manager, this information can be viewed in the
      password manager through preferences (expedia.com)"
R-224,basic sidebar search,Verify that a user can change the search engine
R-232,Shift Select,"Determine whether shift-select gestures for text function
        properly."
R-275,Use on unix,"Use of the XUL file picker on Linux to navigate through 
        directories and open files (html, plaintext, image). Resizing,
        selection/scrolling, cancellation also tested. Test last
        directory-viewed."
R-290,Color coding,"Verify the expected displayed color for content, tags/attributes,
        values, script code, entities, etc."
R-292,"Page, frame, frameset","View info for a webpage, frame and frameset."
R-306,"Verify all the selectable items on other applications under
        Modern theme","Click through all the items on menu bar and tool bars under AIM,
        Composer, Mail and Address book to see all the looks and feel are
        consistence under Modern theme"
