ID,Purpose,Test steps
T-11,"Purpose
This basic testcase is designed to verify that folders are properly
  deleted.","Initial Conditions
You must have a bookmarks file. To promote consistency, you may choose to use the default set of Netscape Seamonkey Bookmarks , which I
    use. I have also provided the default Mozilla bookmarks file. You also have the option to use this very large bookmarks file . You must also customize your sidebar to include a bookmarks panel.

Steps/Description
Select Bookmarks|Manage Bookmarks. Select any folder. Select from the following choices: Select Edit|Delete. Click OK. Hit the Backspace key. Hit the Delete key Select 2 or many folders, repeat step (3).

Expected Results
In step (3a) a confirmation dialog should appear, allowing you to
    cancel the delete operation. In steps (3b) and (3c), or after clicking ""OK"" in (3a), the folder
    should be immediately deleted. In step (4) you should only be presented with one confirmation dialog,
    clicking ""OK"" should result in all selected folders being deleted. Folders should immediately disappear (be deleted) from the toplevel
    bookmarks menu, the bookmarks popup on the personal toolbar, the bookmarks
    sidepanel, and the manage bookmarks window."
T-34,"Purpose
Determine whether non-copyable page content such as UI widgets are
  correctly omitted from the Clipboard content.","Initial Conditions
None.

Steps/Description
View the attached test page Select all of its contents View the System Clipboard. --- To view the system Clipboard: Mac OS: Select ""Show Clipboard"" from the Finder. Windows: Select ""Clipboard Viewer"" from the Accessories
    subgroup of the Programs group.

Expected Results
The System Clipboard content should not contain any of the page's UI
  widgets (e.g. buttons, check boxes, etc.). However, all text labels should be
  properly copied to the Clipboard."
T-35,"Purpose
Determine whether extremely large text blocks can be copied from web
  pages.","Initial Conditions
None.

Steps/Description
For each of the below-linked text pages:
View the page. Select all of the text. From the Edit menu, select Copy. View the System Clipboard (or copy it into a copy/paste enabled text
    editor, such as BBEdit or WordPad)

Expected Results
The text should be successfully copied, and displayed in its entirety in
  the System Clipboard (or within the attempted application)."
T-47,"Purpose
To confirm that text, links, and images dragged to a non-modal dialog are
  handled properly","Steps/Description
Open the testfile.html test
    file Open a non-modal dialog (e.g. Edit | Find in This Page...) Make a text selection and drag it onto a text widget in the
    dialog. Drag a link onto a text wedget in the dialog Drag the selected text a blank area or a non-text wedget in the
    dialog Drag a link to a blank area or a non-text wedget in the dialog Drag the space shuttle image to the dialog

Expected Results
3. The selection text should be copied to the text widget
4. The link URL should be copied to the text widget
5-7 The drag attempt should be rejected"
T-51,"Purpose
Confirm that supported image files dragged to the browser window are
  properly displayed","Steps/Description
Download each of the image files each below to your computer From your desktop or file manager, drag each downloaded file to the
    browser window

Expected Results
2. Each image should be displayed in the browser window."
T-102,"Purpose
This basic testcase is designed to verify that Help contents come up
  when clicked and is displayed corectly and prints correctly","Initial Conditions
Netscape should be started and a printer should be installed

Steps/Description
Select the toplevel Help menu. Select Help Contents Select all contents on right, copy and paste into your favorite
    word processor and run spell check Click the printer Icon

Expected Results
2. Help contents should come up with main topics on the left and
  detailed information on the right
3. There should be no spelling errors (Besides obvious computer terms
  and websites)
4. Help contents should print"
T-112,"Purpose
This basic testcase is designed to verify that Streamlined Interface
  help content comes up when clicked and is displayed correctly","Initial Conditions
Netscape should be started

Steps/Description
Select the toplevel Help menu. Select What's new in Netscape six from the submenu Click Streamlined interface Select all contents of the page, and right click, select copy and
    then paste into your favorite word processor and run spell check There are many links on this page, randomly click several
    links

Expected Results
3. A new window should open with ""What's New For Developers?"" at the
  top of the page
4. There should be no spelling errors (Besides obvious computer terms
  and websites)
5. Verify that you are taken to the appropriate page for links
  clicked"
T-118,"Purpose
Determine whether the Feedback Center displays correctly","Initial Conditions
Netscape should be started up

Steps/Description
From the Help Drop Down Menu, select Feedback Center Click on the Fill out a problem report link Click on the Fill out a suggestion form link Click on the Fill out a survey form link

Expected Results
1. You should be taken to a page that explains how to send feedback to
  Netscape about the browser.
1. You should see links to fill out a problem report, Fill out a
  suggestion form and Fill out a survey
2. You should be taken to the Netscape Problem Report Form
3. You should be taken to the Netscape Suggestion Form
4. You should be taken to the Netscape Survey"
T-185,"Purpose
Verify that you can remove all username and password information and it
  will no longer autofill nor will anything be listed in password manager
  (lycos.com)","Initial Conditions
Password manager should be enabled and you should have saved username
  and password information for several sites

Steps/Description
From the task drop down menus, select privacy and
     security->password manager->view stored passwords Click remove all Click cancel From the task drop down menus, select privacy and
     security->password manager->view stored passwords Click remove all Click ok From the task drop down menus, select privacy and
     security->password manager->view stored passwords

Expected Results
1. A list of saved passwords should appear with your saved sights and
   usernames appearing in the list
2. All of the saved site and username information should be removed
   from the list
4. All of the saved site and username information should again, appear
   in the list
5. All of the saved site and username information should be removed
   from the list
6. The password manager should close
7. There should be no information listed under the passwords saved
   tab"
T-187,"Purpose
Verify that you can remove all site and username information from the
  passwords never saved section of password manager","Initial Conditions
Password manager should be enabled and you should have saved username and
  password information for several different sites

Steps/Description
From the tasks drop down menu, select privacy and security
    ->password manager->view stored passwords Click Passwords never saved tab Click remove all Click cancel Click View saved passwords Click the passwords never saved tab Click remove all Click ok From the tasks drop down menu, select privacy and security
    ->password manager->view stored passwords Click Passwords never saved tab

Expected Results
1. A list of saved passwords should appear
2. A list of passwords never saved should appear
3. All items in the list of passwords never saved should be removed
4. Window should close
6. All items in the list of passwords never saved should, again, be on the
  list
7. All items should be removed from the list
10. There should be nothing listed below"
T-189,"Purpose
Determine that Seamonkey prints pages with different formats properly","Initial Conditions
None

Steps/Description
Launch Apprunner Click here to view a page with various
    formats Select menu option ""FILE | PRINT"" Press ""OK"" on Print Dialog Box to print the page

Expected Results
After Step 4, the page should be printed as seen on screen"
T-211,"Purpose
Determine that printing range works properly","Initial Conditions
None

Steps/Description
Launch the browser Go to Windows 
    Build Prerequisites Do ""File | Print"" Once the ""Print"" dialog comes up, click on the radio button titled
    ""Pages"" Enter a value for the number of pages to print (say 1 to 3)

Expected Results:
Only pages 1 to 3 should get printed"
T-212,"Purpose
Determine that Macromedia flash plugin works properly","Initial Conditions
None

Steps/Description
Launch the browser Extensive
    list of flash test sites on poppy.macromedia.com Click here to visit a page with flash
    contents. Click on links on the page to view other pages with flash. Click here to visit a
    page with flash. Click on flash links on the page. Click here to
    visit the macromedia website. Click on links to load other shockwave
    pages Click here to
    visit the oddcast.com website. Click here to open the shockwave/flash
    gallery. Select the ""archives"" link to open a listing of flash enabled web
    pages Click here to view a list of flash cartoons Click here for viewing a
    flash enabled page Some more flash test pages: Page
        1 Page 2 Page
        3 (webtv testcase suite) Page 4 (flash tests) TestSuite from Macromedia(Internal URL): Click
    here Scriptability
    Test Suite from Macromedia

Expected Results
All flash movies should load and play properly."
