ID,Feature,Description
R-4,Create new bookmark,Verify new bookmarks can be created (not added).
R-9,Surf All Bookmarks,Verify that there are no 'dead' default links.
R-11,Delete Folder,Verify folder(s) are correctly deleted.
R-13,Create/Delete separator,Verify separators are properly added/deleted.
R-15,View item properties,"Verify that view properties works as appropriate for bookmarks,
      folders, and separators(negative)"
R-16,Rename bookmark inline - not implemented,"Change the name of a bookmark without use of the bookmark properties
      dialog."
R-20,Show/Hide columns,Show and hide columns.
R-34,Negative,"Determine whether non-copyable page content such as UI widgets are
      correctly omitted from the Clipboard content."
R-37,Stress,"Determine whether complicated rich text (such as massively nested
      tables) can be copied."
R-39,General,"Determine whether text outputted by JavaScript is properly
      copied."
R-40,General,"Determine whether HTML entities can be properly copied to other
      applications."
R-41,D&D Links across browser windows,"Confirm that dragging a link across browser windows
      opens the link."
R-49,D&D from the desktop – Shortcuts,"Confirm that dragging an Internet shortcut to the
      browser window opens the URL"
R-50,D&D from the desktop – Text files,"Confirm that dragging a text file to the browser
      window displays the document contents"
R-51,D&D from the desktop – Images,"Confirm that dragging a supported image file
       to the browser window display the file"
R-52,D&D from the desktop – Plug-in files,"Confirm that dragging a helper-application
       file to the browser window opens the file
       properly"
R-53,D&D from the destkop – Invalid Items,"Confirm that invalid items dragged to the
      browser window are handled properly"
R-57,D&D URL Proxy Icons onto the Desktop,"Verify that dragging the URL proxy icon
      onto the desktop creates a shortcut"
R-64,Form Manager - Autocomplete,"113893Implement New Form Functionality
      (waiting on bug status)"
R-65,Form Manager - Pop-up,"Verify that a form fill popup menu is activated
      when a field gets accessed that has been saved in form
      manager data."
R-67,Save Form Data - edit menu,Verify that you can save a form's data from the edit menu.
R-68,Save Form Data - right click,"Verify that you can save a form's data by right clicking on
      the form itself."
R-70,Save Form Data - dialog no,"Verify that you can stop a form's data from being saved from
      the popup dialog box, and you click no."
R-75,Prefill - choose,"Verify that when you encounter a Web site that could be prefilled
      and have several choices for fields that you are given the pre-fill
      dialog and can select from the appropriate values and the information
      is filled into the form."
R-77,Edit Form Data - cancel,"Verify that if you enter data in the Form Manager and then
      click cancel, the data has not been saved"
R-78,Delete Form Data - remove field value,"Verify that if you delete data in the Form Manager, that this
      data is not shown as an option when prefilling a form."
R-79,Delete Form Data - cancel,"Verify that if you delete data in the Form Manager then
      click cancel, the data has not been deleted"
R-80,F1 shortcut key,Verify that the F1 key brings up the Help dialog
R-81,Installation,"Verify that it is possible to install only the needed help files
        (for components that are actually installed)"
R-82,Tooltips,"Verify that there are ""Big tooltips"" - Similar to popup help for
        Windows control panels"
R-86,Favorite,"Verify that is it is possible to have favorite help topics -
        similar to IE help which has a special tab to add favorite help
        topics."
R-87,Index,"Verify that there is an in Index of help content and a list of
        keywords to links in the help content."
R-88,TS/Sign on,"Verify that there is Troubleshooting Help about the problem ""if you
        can't sign on"""
R-89,TS/IM,"Verify that there is Troubleshooting Help about the problem ""if you
        can't send Instant Messages."""
R-90,TS/Buddy List,"Verify that there is Troubleshooting Help about the problme ""if you
        can't see anyone in your buddy list window."""
R-91,Glossary,"Verify that in the Glossary there includes a section on tips and
        tricks/tip of the day."
R-93,Glossary,"Verify that in the Glossary there includes a section for an Upgrade
        Guide."
R-95,Forward/Back,Verify the functionality of the forward/back buttons in Help
R-99,Arrow up/down,"Verify that you can move around pages with the up and down arrow
        keys"
R-109,What's new in Netscape 6,Determine whether What's new in Netscape 6 displays correctly
R-110,Security and Privacy,Determine whether Security and Privacy displays correctly
R-117,International Users,Determine whether International Users displays correctly
R-119,About,Determine whether the About Netscape displays correctly
R-130,Resize columns,Verify that columns are resizable to show/hide more of entries
R-131,Show/Hide columns,Show and hide columns.
R-132,Don't record everything,"Verify that things that aren't supposed to be added to history
        aren't (eg chorme:/// url's)"
R-133,Don't show 302 redirect,Don't ever show 302 redirects in history
R-137,Back and forward with frames,"Verify browser goes back and forward correctly from page with
        frames."
R-140,Retain scroll position,"Verify that browser remembers scroll state when returning to pages
        in SH"
R-143,Resize to original,"Determine that it is possible to resize an image to it's original
        size after it has been resized to window size."
R-146,Send in mail,"Determine that you can right click an image and send it via
        email."
R-149,Image Display,"Determine whether images are properly redithered upon system
        bit-depth changes."
R-151,Cache/Networking,"Determine whether images load directly into the web browser from a
        networked server."
R-157,Image Display,"Determine whether X Bitmap (XBM) format images can be displayed.Note: XBM will not be supported in the initial 5.0
          release."
R-158,Image Display,"Determine whether GIF 87 images are properly displayed across
        different bit depths."
R-159,Image Display,"Determine whether GIF 89a images are properly displayed across
        different bit depths."
R-162,Test Liveconnect functionality with applets,Test applets with liveconnect
R-171,"Actitvation, ftp","Need a good working case for this, working on
      it"
R-178,"Preferences, passwords saved, remove","Verify that you can remove a username and password for a given site
      and it will no longer autofill on that sight nor will it be listed in
      password manager (espn.com)"
R-184,"Tasks, passwords saved, remove","Verify that you can remove a username and password for a given site
      and it will no longer autofill on that sight nor will it be listed in
      password manager (netscape.com)"
R-186,"Tasks, passwords never saved, remove","Verify that you can remove a site and username from the passwords
      never saved section of password manager"
R-192,Indentation Test,Determine if a page with indentations prints as seen on screen
R-198,Print large complex pages,Determine if  large page print properly
R-201,Print some HTML 4.0 pages,Determine if HTML 4.0 pages print properly
R-202,Print images,Determine if images print correctly
R-212,Macromedia Flash plugin,Determine if flash movies play correctly.
R-217,Acrobat Tests,Determine if Acrobat plugin works properly
R-221,Search button,"Verify that clicking search button will search text entered in
      URLBar."
R-224,basic sidebar search,Verify that a user can change the search engine
R-230,Triple-click,Determine whether the triple-click gesture functions properly.
R-233,Drag Scroll,Determine whether drag-scrolling gestures function properly.
R-236,Startup,Check default width of Sidebar
R-237,Constraints,Check for maximum width of Sidebar
R-241,Opening/Closing,Check Opening/Closing of Sidebar with grippy
R-243,Add/Remove,Adding a already added panel
R-247,Add/Remove,Verify list of available local panels
R-251,Cancel,Verify that nothing changes when you cancel
R-252,Save,Verify that order and panel list is immediately applied
R-255,Bookmarks,Verify that links in Bookmarks work
R-258,Add Menu,"Verify that unselecting panels from Add menu removes panels from
        the Sidebar"
R-259,Add Panel using Javascript,Verify that adding of a panel using javascript works
R-260,Basic access to dialog,Tests to access this dialog from the menubar and keyboard.
R-261,Basic UI and navigation,"Determine that interface features (buttons, textfield, droplist)
        appear and behave as expected. Includes tests to dismiss dialog."
R-265,URL autocompletion,"After viewing a file/page or three, test URL
        autocompletion: test for current browser, new browser and new editor
        windows."
R-268,Local file in new browser window,"Open local files (both HTML and plain text tested) in a new
        Navigator window. Includes tests to dismiss dialog."
R-272,Basic access,"Access from main menu, keyboard accelerator, access keys."
R-281,Find direction,"Find forwards and backwards within a document. Test Find
        Again."
R-282,"Whitespace, null","Find using solely whitespace, null, and string with
        prepended/appended whitespace."
R-284,Basic access,"Access from main menu, keyboard accelerator, access keys."
R-286,View source of other content,"View source of plaintext, xml page, ftp listing."
R-292,"Page, frame, frameset","View info for a webpage, frame and frameset."
R-293,Other content,"Attempt to view page info for plain text, xml, ftp listing,
        directory listing..."
R-294,Info window content,Verify these sections:Information on the current pageForms on the current page (if applicable)Images on the current page (if applicable)Screenshot of selected images below grippy.
R-302,Checking View menu,Verify if themes exist under View menu
