ID,Feature,Description
R-1,View Bookmarks,Verify that bookmarks appear at the standard(4) access points
R-2,Add Bookmark,"Verify that bookmarks are properly added to bookmarks file and appear
      in all access points."
R-5,Delete Bookmark,"Verify that bookmarks are properly deleted from bookmarks file and
      disappear from all access points."
R-10,Edit item properties,"Verify that changes to an item are saved without loss of item
      integrity."
R-13,Create/Delete separator,Verify separators are properly added/deleted.
R-15,View item properties,"Verify that view properties works as appropriate for bookmarks,
      folders, and separators(negative)"
R-19,Resize columns,Verify that columns are resizable to show/hide more of entries
R-20,Show/Hide columns,Show and hide columns.
R-27,Delete multiple bookmarks,Verify that several bookmarks are deleted at one time.
R-30,Prevent bad drops,"Verify that it is NOT possible to drop an item onto itself or its
      immediate parent or child"
R-35,Overflow,"Determine whether extremely large text blocks can be copied from web
      pages."
R-36,Overflow,"Determine whether extremely large images can be copied from web
      pages."
R-38,General,"Determine whether text can be copied and pasted from text fields
      within a dialog box."
R-42,D&D Links onto the Desktop,"Confirm that dragging a link from the browser window
      onto the desktop creates a shortcut."
R-45,D&D to Frameset page,"Verify that dragging onto a frame-set
      page loads the dragged content properly."
R-47,D&D to Dialog,"Confirm that text, links, and images dragged to a
      non-modal dialog are handled properly"
R-50,D&D from the desktop – Text files,"Confirm that dragging a text file to the browser
      window displays the document contents"
R-51,D&D from the desktop – Images,"Confirm that dragging a supported image file
       to the browser window display the file"
R-59,D&D to Bookmark Manager,"Determine if the Bookmark Manager properly handles
      items dragged onto it."
R-62,D&D Bookmarks menu to toolbar,"Verify that you can drag a bookmark from the Bookmarks menu
      to the Personal Toolbar."
R-71,Save Form Data - dialog no,"Verify that you can stop a form's data from being saved from
      the popup dialog box, and you click no."
R-79,Delete Form Data - cancel,"Verify that if you delete data in the Form Manager then
      click cancel, the data has not been deleted"
R-83,Search,"Verify that you have the ability to search by typing keyword
        synonyms, and verbs to bring up related topics in help content. Verify
        that if the entered phrase may not actually exist in the help document,
        but it is related to topic."
R-86,Favorite,"Verify that is it is possible to have favorite help topics -
        similar to IE help which has a special tab to add favorite help
        topics."
R-88,TS/Sign on,"Verify that there is Troubleshooting Help about the problem ""if you
        can't sign on"""
R-95,Forward/Back,Verify the functionality of the forward/back buttons in Help
R-96,Tool bar Minimization,"Verify that minimization, maximize and close buttons of the toolbar
        invoke the correct behavior"
R-97,Page up/down,"Verify that page up and down, in fact, page up and down in
        help"
R-99,Arrow up/down,"Verify that you can move around pages with the up and down arrow
        keys"
R-107,Understanding Privacy,"Determine whether Understanding Privacy help content displays
        correctly"
R-108,Creating web pages,"Determine whether Creating web pages help content displays
        correctly"
R-110,Security and Privacy,Determine whether Security and Privacy displays correctly
R-112,Streamlined Interface,Determine whether Streamlined Interface displays correctly
R-117,International Users,Determine whether International Users displays correctly
R-119,About,Determine whether the About Netscape displays correctly
R-120,Short Cuts,"Determine that you can open all the selections in the Help drop
        down menu using short cut buttons."
R-122,Record after redirect,"Verify that the correct link is recorded after a server
        redirect."
R-125,Delete multiple entries,Delete multiple History entries
R-126,Erase all,Clear all of history
R-135,Back and Forward button dropdowns,"Verify recently visited sites are in Back and Forward button
        dropdown menu and work."
R-144,Resized to window,"Determine that after resizing an image to it's original size, it is
        possible to resize to window again."
R-148,Print image,"Determine that it is possible to print an image without changing
        the currently loaded page"
R-150,Cache/Networking,"Determine whether reloaded web pages properly display images
        modified since the last load."
R-151,Cache/Networking,"Determine whether images load directly into the web browser from a
        networked server."
R-152,Image Display,"Determine whether images load directly into the web browser from a
        local hard drive."
R-154,Animated Images,"Determine whether an automatically updated web cam continues to
        refresh over an extended (24 hour) period of time."
R-155,Animated Images,"Determine whether displaying animated GIFs result in single server
        request for the image, rather than additional requests upon each frame
        change."
R-158,Image Display,"Determine whether GIF 87 images are properly displayed across
        different bit depths."
R-160,Stress,"Determine whether the web brower gracefully deals with unusual,
        corrupted, or invalid GIF images."
R-161,Test applets in HTML tags,"Test applets within <embed>, <applet> and 
  <object> tags"
R-162,Test Liveconnect functionality with applets,Test applets with liveconnect
R-165,Replace Forgotten Master Password,"Verify that the process to replace a forgotten master password is
      easier/more discoverable (though encrypted information should still be
      lost to the user who has forgotten their password)."
R-168,"Save username and password, no","Verify that the browser behaves correctly after selections are made
      in the save password dialog box"
R-169,"Activation, disable after saved","Verify that when the password manager has been disabled, it is no
      longer in use, even for passwords already saved"
R-170,"Activiation, Http Authentication","Need a good working case for this, working on
      it"
R-173,"Password Manager, multiple passwords","Verify that when you have saved a username and password for a website
      and you later change the password, that password manager picks up the new
      password"
R-175,Preferences enable,"Verify that when you enable password manager from the preferences
      panel, you are asked if you would like to save usernames and passwords
      and get prefilled info on sites"
R-176,"Preferences, view saved passwords","Verify that when you have saved a username and password in password
      manager, this information can be viewed in the password manager through
      preferences"
R-184,"Tasks, passwords saved, remove","Verify that you can remove a username and password for a given site
      and it will no longer autofill on that sight nor will it be listed in
      password manager (netscape.com)"
R-185,"Tasks, passwords saved, remove all","Verify that you can remove all username and password information and
      it will no longer autofill nor will anything be listed in password
      manager (lycos.com)"
R-186,"Tasks, passwords never saved, remove","Verify that you can remove a site and username from the passwords
      never saved section of password manager"
R-193,Test Portrait and Landscape settings,"Determine if a page with portrait and Landscape settings prints
        properly"
R-206,Print Paragraph Styles,Determine if paragraph styles print correctly
R-211,Print Range,Determine that print range works properly
R-217,Acrobat Tests,Determine if Acrobat plugin works properly
R-219,Viewpoint Plugin,Determine if windows media player works fine
R-221,Search button,"Verify that clicking search button will search text entered in
      URLBar."
R-223,basic sidebar search,"Verify that a basic search from within the Search tab can be
      executed"
R-225,Bookmark Search,Verify that a search query/results can be bookmarked
R-229,Double-click,Determine whether the double-click gesture functions properly.
R-234,JavaScript,"Determine whether text from a JavaScript applet is properly
        selected in conjunction with other page content."
R-246,Add/Remove,Verify list of available remote panels
R-247,Add/Remove,Verify list of available local panels
R-253,What's Related,Verify that What's Related lists related sites
R-254,What's Realted,Verify that links in What's Related panels work
R-258,Add Menu,"Verify that unselecting panels from Add menu removes panels from
        the Sidebar"
R-261,Basic UI and navigation,"Determine that interface features (buttons, textfield, droplist)
        appear and behave as expected. Includes tests to dismiss dialog."
R-264,URL in an editor window,"Open web location in a Composer window. Includes test to dismiss
        dialog."
R-274,Use on Mac OS,"Use of the native Mac OS file picker to navigate through
        directories and open files (html, plaintext, image). Cancellation also
        tested."
R-276,Basic access of Find and Find Again,"Access from main menu, keyboard accelerator, access keys."
R-277,Basic find in page and frame content,"Find in html page and html frame documents. Test Find Again and
        cancellation. Test for NOFRAME content."
R-282,"Whitespace, null","Find using solely whitespace, null, and string with
        prepended/appended whitespace."
R-284,Basic access,"Access from main menu, keyboard accelerator, access keys."
R-286,View source of other content,"View source of plaintext, xml page, ftp listing."
R-287,Navigation/UI,"Scrolling and keyboard navigation within the source window. Also
        should be able to use keyboard accelerators. Resize source window."
R-292,"Page, frame, frameset","View info for a webpage, frame and frameset."
R-295,Navigation/UI,"Scrolling and keyboard navigation within the info window. Also
        should be able to use [applicable] keyboard accelerators. Resize source
        window. Manipulate the grippy."
R-297,Check for Themes,"Verify both Classic and Modern exist under the themes
        preferences"
R-298,Testing under Classic theme,Verify Classic theme works as advertised
R-302,Checking View menu,Verify if themes exist under View menu
R-303,Verify all the selectable items work under Classic theme,"Click through all the items on menu bar, tool bars, and floating
        component bar under Classic theme"
R-304,"Verify all the selectable items on other applications under
        Classic theme","Click through all the items on menu bar and tool bars under AIM,
        Composer, Mail and Address book to see all the looks and feel are
        consistence under Classic theme"
R-307,Verify themes under View menu,"Test all the items under ""Apply Theme"" under View menuSelecting ""Theme Preferences""Get New ThemesClassicModern"
R-312,Close Wndow,Click upper-right (upper left on Mac) to close
R-313,Stretch Window Horizontally,"Grab left/right window edge and drag to resize. Not available on
        Mac."
R-319,Page scroll,Click in the scrollbar area to page up/down.
R-320,Show and Hide,"Verify that Personal and Navigation bars can be expanded and
        collapsed"
R-322,Correct items on Bookmarks bar.,Verify correct bookmarks are installed in Bookmarks bar.
R-324,Buttons,Verify that each buttons executes as appropriate.
R-326,Component buttons,Verify that component buttons work and behave as appropriate.
