ID,Feature,Description
R-33,Images,"Determine whether native and non-native images are correctly copied
      to the system Clipboard."
R-34,Negative,"Determine whether non-copyable page content such as UI widgets are
      correctly omitted from the Clipboard content."
R-43,D&D Images across browser windows,"Verify that dragging an image across browser windows
      opens the image"
R-51,D&D from the desktop – Images,"Confirm that dragging a supported image file
       to the browser window display the file"
R-53,D&D from the destkop – Invalid Items,"Confirm that invalid items dragged to the
      browser window are handled properly"
R-55,D&D onto the Application Icon,"Verify that items dragged onto the
      application icon are handled properly"
R-57,D&D URL Proxy Icons onto the Desktop,"Verify that dragging the URL proxy icon
      onto the desktop creates a shortcut"
R-61,"D&D <a href=""/drag-url-browser-toolbar/"">
      Given link is non-fetchable, non-retrievable Personal Toolbar",Determine if you can drag items to and from the Personal Toolbar
R-65,Form Manager - Pop-up,"Verify that a form fill popup menu is activated
      when a field gets accessed that has been saved in form
      manager data."
R-67,Save Form Data - edit menu,Verify that you can save a form's data from the edit menu.
R-68,Save Form Data - right click,"Verify that you can save a form's data by right clicking on
      the form itself."
R-69,Save Form Data - dialog yes,"Verify that you can save a form's data from the
      popup dialog box and you click yes."
R-72,Save Form Data - never return,"Verify that you can save a form's data from the popup dialog
      box, never for this site and you are never asked again upon
      returning to the site."
R-87,Index,"Verify that there is an in Index of help content and a list of
        keywords to links in the help content."
R-88,TS/Sign on,"Verify that there is Troubleshooting Help about the problem ""if you
        can't sign on"""
R-100,Drag Receipt,Verify that you can't drag docs into the help window
R-109,What's new in Netscape 6,Determine whether What's new in Netscape 6 displays correctly
R-122,Record after redirect,"Verify that the correct link is recorded after a server
        redirect."
R-124,Delete one entry,Delete a History entry
R-132,Don't record everything,"Verify that things that aren't supposed to be added to history
        aren't (eg chorme:/// url's)"
R-141,Resize to window,"Determine that large Images can be resized to the browser window
        and will not cause you to scroll in order to view entire image."
R-143,Resize to original,"Determine that it is possible to resize an image to it's original
        size after it has been resized to window size."
R-151,Cache/Networking,"Determine whether images load directly into the web browser from a
        networked server."
R-155,Animated Images,"Determine whether displaying animated GIFs result in single server
        request for the image, rather than additional requests upon each frame
        change."
R-185,"Tasks, passwords saved, remove all","Verify that you can remove all username and password information and
      it will no longer autofill nor will anything be listed in password
      manager (lycos.com)"
R-190,Test Page,Print a test page and check to see if it prints properly
R-205,Print Character Styles,Determine if character styles print correctly
R-207,Print Preview,Determine if print Preview works correctly
R-208,Page Setup(mac only),Determine id Page Setup dialog works correctly
R-212,Macromedia Flash plugin,Determine if flash movies play correctly.
R-215,Sound tests,Determine if files with various sound formats play properly
R-231,Discontiguous (disjoint) selection,"Determine whether discontiguous selection of table cells function
        properly."
R-235,Startup,Check default panels and default open panels(content loaded?)
R-239,UI,Cursors should have the right icon when mousing over
R-250,Re-Order,Verify reordering of panels works
R-253,What's Related,Verify that What's Related lists related sites
R-257,Add Menu,"Verify that panel title show up in Add menu when panel is
        added"
R-258,Add Menu,"Verify that unselecting panels from Add menu removes panels from
        the Sidebar"
R-259,Add Panel using Javascript,Verify that adding of a panel using javascript works
R-264,URL in an editor window,"Open web location in a Composer window. Includes test to dismiss
        dialog."
R-265,URL autocompletion,"After viewing a file/page or three, test URL
        autocompletion: test for current browser, new browser and new editor
        windows."
R-266,Nonexistent URL,Open a nonexistent (bogus) web location.
R-296,Select and copy,Select and copy from the info window.
R-305,Verify all the selectable items work under Modern theme,"Click through all the items on menu bar, tool bars, and floating
        component bar under Modern theme"
R-306,"Verify all the selectable items on other applications under
        Modern theme","Click through all the items on menu bar and tool bars under AIM,
        Composer, Mail and Address book to see all the looks and feel are
        consistence under Modern theme"
R-313,Stretch Window Horizontally,"Grab left/right window edge and drag to resize. Not available on
        Mac."
R-317,Scroll Arrow Down,Click down arrow to scroll page
R-324,Buttons,Verify that each buttons executes as appropriate.
R-325,Correct items/links,Verify that the correct items are in the taskbar.
R-326,Component buttons,Verify that component buttons work and behave as appropriate.
