ID,Feature,Description
S171,Connection and disconnection of breakers from other GE systems,The HES shall be able to receive calls from other business systems within GE for connection and disconnection of customer facilities via the Metering Unit's switch.
S172,Status of switches to other GE system,The HES shall be able to send information to other facility systems if a Metering Unit's circuit breaker is switched on or off.
S174,Status of the customer interface,"In HES, it shall be possible to see whether the Customer Interface in a Metering Unit is enabled or disabled for data sending."
S182,Life expectancy,Communication equipment shall have a life expectancy of >= 15 years from the date of delivery to GE.
S186,Recovery time after communication breakdown max 60 min,The recovery time of the infrastructure communication after a communication breakdown shall not exceed 60 minutes.
S196,Virtual and physical servers,HES should be able to run on virtual servers as well as physical ones.
S213,Web service calls,HES shall be able to make and receive web service calls.
S215,Integrations via files,HES should be able to handle integrations via files.
S221,Common Information Model (CIM),The HES system shall support the Common Information Model (CIM) and comply with standard IEC 61968-9 or equivalent when exchanging information with e.g. Distribution Management Systems (DMS) and Meter Data Management Systems (MDMS).
S228,Controlling logout time,The client shall be able to control after how many minutes of inactivity a User is automatically logged out of HES.
S231,Encryption keys,The metering system shall be able to manage and administer the encryption keys of the metering units.
S234,Security log,Everything of importance to the security of the Metering System shall be recorded in a security log or equivalent.
S236,Log date and system time,The date and system time shall be recorded for each logged record.
S241,Authentication against neighboring systems,Authentication shall be used when the Metering System interacts with neighboring systems.
B1,Corrected measurement values,"If the Metering Unit corrects measured values of voltage and/or current when calculating energy consumption, these values shall also be those used in the Metering System."
B11,Possible overheating,The metering unit shall have the capability to detect connections that may cause overheating.
B15,Measurement and recording / phase,"The metering unit shall be able to measure and record for each phase the minimum, maximum and average value of voltage, current, active and reactive power of the electricity output and input per 5 minutes."
B24,Record communication errors,"The metering system shall record and store information when the following Events occur:
8. communication failure"
B30,Record when high power exceeds limit value per phase,"The metering system shall record and store information when the following Events occur:
14. High power exceeds set limit value per phase"
B31,Record when power output exceeds limit value,"The metering system shall record and store information when the following Events occur:
15. Total power consumption exceeds the set limit value"
B33,Register overheating in connection,"The metering system shall record and store information when the following Events occur:
17. In case of a overheating in connection"
B34,Configure records to be stored for events,"For each Event, it shall be possible to optionally configure which registers (OBIS codes) in the Metering Unit are to be stored."
B35,Disable sending of Events from specific Metering Unit,It shall be possible to disable the sending of Events from the designated Metering Unit from HES in order not to have to receive a large amount of Events from a particular Metering Unit.
B42,Communication status,"It shall be possible to view the communication status of the Metering Unit directly, without manual intervention and without opening the meter."
B45,screw anchors,There shall be no protrusions around the screw fixings of the metering unit that limit the size of the screw head.
B46,mounting bracket,There shall be a mounting bracket placed on the top of the metering unit for mounting.
B48,sealing device,The sealing device of the metering unit shall be raised and clearly visible for easy and accessible insertion of the sealing wire.
B61,Response times in the user interface,"Response times in the HES user interface shall not exceed:
- 0.5 sec from input, keystroke or equivalent to first response on screen
- 0.5 sec for display of form view including data
- 5 sec for display of simple report
- 15 sec for login"
B71,Help function,The HES user interface shall (LB71) include a help function to assist the User in understanding how to perform tasks using the functionality of the system.
B81,Detecting meters with communication problems,"In HES, it shall be possible for the User to detect and view individual Metering Units that have communication problems."
B87,copy static fields,"It shall be possible for the User to be able to copy static fields in HES such as headers, status, responses to Events in the system."
B89,Request further confirmation,"Commands, initiated by the User in HES, which may have serious consequences in case of incorrect handling (deletion of stored measurement and structure data and switching off and on of power) shall require additional confirmation before execution. Other commands shall be executed directly."
B90,Mass deletion,"In HES, there shall be a function to perform mass deletion of overall structure data objects so that all linked relations are also deleted. E.g. that this is implemented via group membership."
B93,Create groups,"Groups should be able to be created dynamically by the User in HES using different parameters, e.g. Facility ID for export of collected data or upgrade of the meter's software where group can be by postal code or meter identity."
B105,Database hosting,The HES database must be able to be hosted in the Contracting Authority's database hosting facility.
B106,Hardware for the user interface,"HES should be designed to work with different types of computers, tablets and smartphones, with different architectures and operating systems."
B108,Send the same info again,It should be possible to send the same information to HES several times
B113,Synchronization with GE controlled NTP,The metering system and surrounding infrastructure located within GE's network shall be synchronized with GE controlled NTP.
S537,Design of the solution,The Supplier shall design and construct the Solution in accordance with the requirements set out in Appendix B.2.1 Technical Solution Requirements Specification.
S543,Develop test cases,"The supplier shall prepare test cases based on agreed requirements, i.e. agreed Specification unless otherwise agreed."
S545,Testing tools,The Contractor shall use a tool designated by the Contracting Authority to follow the Contracting Authority's reporting of test results. The Contractor is responsible for registering its feedback and the status of the Client's reported errors and comments in the tool. The Client currently uses ReQtest in the defect management process.
S546,The client's test case,The Customer shall have the right to develop own and new test cases based on the Specification. New test cases can be created until Final Acceptance of the Delivery Project.
S548,Test report,"The Contractor shall prepare a test report for the test phases for which the Contractor is responsible during the Delivery Project, as shown in Figure 1 in clause 3.2."
S557,Scope of UAT,The purchaser's UAT (User Acceptance Test) shall include testing and verification of all requirements according to the Specification unless otherwise agreed.
S558,Training for UAT,The Contractor shall carry out the necessary training and submit the relevant documentation in accordance with Clause 5 prior to the commencement of the Purchaser's UAT.
S559,Support under UAT,The Supplier shall be present at the Purchaser's premises and assist the Purchaser in carrying out the UAT.
S560,Requirements for delivery and installation in the production environment,"During installation and commissioning of the Metering System in the Customer's production environment, the Supplier shall: 
-install, 
-if necessary configure/parameterize, 
-if necessary migrate structural data, 
-commission, 
-verify and test the Metering System including integrations in the production environment, and 
-perform error corrections and retests"
