ID,Feature,Description
R-3,File Bookmark,"Add a new bookmark into a specific location within the bookmarks
      hierarchy."
R-4,Create new bookmark,Verify new bookmarks can be created (not added).
R-8,Surf Bookmark,"Verify that double-clicking on a bookmark causes it to be launched in
      a browser window"
R-20,Show/Hide columns,Show and hide columns.
R-39,General,"Determine whether text outputted by JavaScript is properly
      copied."
R-45,D&D to Frameset page,"Verify that dragging onto a frame-set
      page loads the dragged content properly."
R-47,D&D to Dialog,"Confirm that text, links, and images dragged to a
      non-modal dialog are handled properly"
R-48,D&D from the desktop – Folders,"Confirm that dragging a directory
      to the browser window displays the folder contents"
R-75,Prefill - choose,"Verify that when you encounter a Web site that could be prefilled
      and have several choices for fields that you are given the pre-fill
      dialog and can select from the appropriate values and the information
      is filled into the form."
R-80,F1 shortcut key,Verify that the F1 key brings up the Help dialog
R-82,Tooltips,"Verify that there are ""Big tooltips"" - Similar to popup help for
        Windows control panels"
R-88,TS/Sign on,"Verify that there is Troubleshooting Help about the problem ""if you
        can't sign on"""
R-96,Tool bar Minimization,"Verify that minimization, maximize and close buttons of the toolbar
        invoke the correct behavior"
R-104,Mail and News,"Determine whether Mail and News help content displays
        correctly"
R-105,Instant Messenger,"Determine whether Instant Messenger help content displays
        correctly"
R-108,Creating web pages,"Determine whether Creating web pages help content displays
        correctly"
R-133,Don't show 302 redirect,Don't ever show 302 redirects in history
R-138,New session,"Verify that a new session is started with a new browser window or a
        restart."
R-142,Text and image resize,"Determine that you are not able to resize an image to window when
        there is also text on the page, this is a stand alone image feature
        only."
R-143,Resize to original,"Determine that it is possible to resize an image to it's original
        size after it has been resized to window size."
R-146,Send in mail,"Determine that you can right click an image and send it via
        email."
R-148,Print image,"Determine that it is possible to print an image without changing
        the currently loaded page"
R-157,Image Display,"Determine whether X Bitmap (XBM) format images can be displayed.Note: XBM will not be supported in the initial 5.0
          release."
R-164,Master Password prompt,"Verify that the master password is visually distinctive from other
        password prompts (indicates the functionality and importance of the
        master password)"
R-170,"Activiation, Http Authentication","Need a good working case for this, working on
      it"
R-181,"Preferences, passwords never saved, remove all","Verify that you can remove all site and username information from the
      passwords never saved section of password manager (ivillage.com)"
R-193,Test Portrait and Landscape settings,"Determine if a page with portrait and Landscape settings prints
        properly"
R-196,CSS Testcases for printing,Determine if CSS pages print properly
R-232,Shift Select,"Determine whether shift-select gestures for text function
        properly."
R-236,Startup,Check default width of Sidebar
R-241,Opening/Closing,Check Opening/Closing of Sidebar with grippy
R-242,Add/Remove,Check that addition of a panel works
R-246,Add/Remove,Verify list of available remote panels
R-248,Preview,Test the previewing of panels
R-252,Save,Verify that order and panel list is immediately applied
R-268,Local file in new browser window,"Open local files (both HTML and plain text tested) in a new
        Navigator window. Includes tests to dismiss dialog."
R-270,Nonexistent local file,Open a nonexistent (bogus) local file.
R-272,Basic access,"Access from main menu, keyboard accelerator, access keys."
R-280,Document wrapping,Find with and without document wrapping. Test Find Again.
R-281,Find direction,"Find forwards and backwards within a document. Test Find
        Again."
R-282,"Whitespace, null","Find using solely whitespace, null, and string with
        prepended/appended whitespace."
R-285,Context menu access,Viewing page and frame source via context menu.
R-286,View source of other content,"View source of plaintext, xml page, ftp listing."
R-301,Check the appearance of browser,"Visually inspect menu bar, floating component bar and all the
        tool bars"
R-304,"Verify all the selectable items on other applications under
        Classic theme","Click through all the items on menu bar and tool bars under AIM,
        Composer, Mail and Address book to see all the looks and feel are
        consistence under Classic theme"
R-306,"Verify all the selectable items on other applications under
        Modern theme","Click through all the items on menu bar and tool bars under AIM,
        Composer, Mail and Address book to see all the looks and feel are
        consistence under Modern theme"
R-318,Thumb Scroll,Click and drag thumb to scroll page
R-319,Page scroll,Click in the scrollbar area to page up/down.
R-325,Correct items/links,Verify that the correct items are in the taskbar.
R-326,Component buttons,Verify that component buttons work and behave as appropriate.
