ID,Feature,Description
R-1,View Bookmarks,Verify that bookmarks appear at the standard(4) access points
R-2,Add Bookmark,"Verify that bookmarks are properly added to bookmarks file and appear
      in all access points."
R-8,Surf Bookmark,"Verify that double-clicking on a bookmark causes it to be launched in
      a browser window"
R-10,Edit item properties,"Verify that changes to an item are saved without loss of item
      integrity."
R-13,Create/Delete separator,Verify separators are properly added/deleted.
R-19,Resize columns,Verify that columns are resizable to show/hide more of entries
R-30,Prevent bad drops,"Verify that it is NOT possible to drop an item onto itself or its
      immediate parent or child"
R-33,Images,"Determine whether native and non-native images are correctly copied
      to the system Clipboard."
R-35,Overflow,"Determine whether extremely large text blocks can be copied from web
      pages."
R-54,D&D from Find File window,"Verify that items dragged from a
       Find File window are handled properly
       (Windows / Mac OS)"
R-66,Form Manager - Permission Zones,"* Longer range:
      there is discussion about introducing Internet permission zones.
      Some of the settings shown here may be controlled by such zones
      (Waiting for Implementation)"
R-69,Save Form Data - dialog yes,"Verify that you can save a form's data from the
      popup dialog box and you click yes."
R-75,Prefill - choose,"Verify that when you encounter a Web site that could be prefilled
      and have several choices for fields that you are given the pre-fill
      dialog and can select from the appropriate values and the information
      is filled into the form."
R-78,Delete Form Data - remove field value,"Verify that if you delete data in the Form Manager, that this
      data is not shown as an option when prefilling a form."
R-83,Search,"Verify that you have the ability to search by typing keyword
        synonyms, and verbs to bring up related topics in help content. Verify
        that if the entered phrase may not actually exist in the help document,
        but it is related to topic."
R-84,Sidebar,"Verify that there is a tab for help and you can create a Help
        Sidebar tab with dynamic information"
R-97,Page up/down,"Verify that page up and down, in fact, page up and down in
        help"
R-101,Non Clickable Regions,"Verify that clicking non clickable regions in help causes no
        behavior"
R-117,International Users,Determine whether International Users displays correctly
R-126,Erase all,Clear all of history
R-140,Retain scroll position,"Verify that browser remembers scroll state when returning to pages
        in SH"
R-142,Text and image resize,"Determine that you are not able to resize an image to window when
        there is also text on the page, this is a stand alone image feature
        only."
R-152,Image Display,"Determine whether images load directly into the web browser from a
        local hard drive."
R-166,"Save username and password, yes","Verify that the browser behaves correctly after selections are made
      in the save password dialog box"
R-170,"Activiation, Http Authentication","Need a good working case for this, working on
      it"
R-172,"Password Manager, multiple users","Verify that when you have saved multiple username's and password's
      for a website, you are later presented with those same choices"
R-173,"Password Manager, multiple passwords","Verify that when you have saved a username and password for a website
      and you later change the password, that password manager picks up the new
      password"
R-174,Preferences disable,"Verify that when you disable password manager from the preferences
      panel, you no longer are asked if you would like to save passwords and
      longer get prefilled info on sites"
R-178,"Preferences, passwords saved, remove","Verify that you can remove a username and password for a given site
      and it will no longer autofill on that sight nor will it be listed in
      password manager (espn.com)"
R-186,"Tasks, passwords never saved, remove","Verify that you can remove a site and username from the passwords
      never saved section of password manager"
R-190,Test Page,Print a test page and check to see if it prints properly
R-193,Test Portrait and Landscape settings,"Determine if a page with portrait and Landscape settings prints
        properly"
R-206,Print Paragraph Styles,Determine if paragraph styles print correctly
R-218,Media Player tests,Determine if windows media player works fine
R-220,Search button,Verify that just clicking Search button goes to search page
R-235,Startup,Check default panels and default open panels(content loaded?)
R-238,Width,Retaining non-default size on reopen or new window
R-241,Opening/Closing,Check Opening/Closing of Sidebar with grippy
R-262,URL in current browser window,"Open a web location (URL) in the current Navigator window. Includes
        test to dismiss dialog."
R-272,Basic access,"Access from main menu, keyboard accelerator, access keys."
R-280,Document wrapping,Find with and without document wrapping. Test Find Again.
R-294,Info window content,Verify these sections:Information on the current pageForms on the current page (if applicable)Images on the current page (if applicable)Screenshot of selected images below grippy.
R-295,Navigation/UI,"Scrolling and keyboard navigation within the info window. Also
        should be able to use [applicable] keyboard accelerators. Resize source
        window. Manipulate the grippy."
R-298,Testing under Classic theme,Verify Classic theme works as advertised
R-299,Check the appearance of browser,"Visually inspect menu bar, floating component bar and all the
        tool bars"
R-312,Close Wndow,Click upper-right (upper left on Mac) to close
R-323,Add a folder,"Verify that a folder added to the personal toolbar functions
        properly."
R-324,Buttons,Verify that each buttons executes as appropriate.
R-325,Correct items/links,Verify that the correct items are in the taskbar.
R-326,Component buttons,Verify that component buttons work and behave as appropriate.
