ID,Purpose,Test steps
T-1,"Purpose
This basic testcase is designed to verify that a bookmarks file is being
  detected and is being displayed at the appropriate places.","Initial Conditions
You must have a bookmarks file. To promote consistency, you may choose to use the default set of Netscape Seamonkey Bookmarks . You also have the option to use this very large bookmarks file . You must also customize your sidebar to include a bookmarks panel.

Steps/Description
Select the toplevel ""Bookmarks"" menu. Select any bookmark on the
    list. Click ""Bookmarks"" on the Bookmarks/personal toolbar. Open the sidebar; click on the ""Bookmarks"" panel. From the toplevel ""Bookmarks"" menu select ""Manage Bookmarks"".

Expected Results
Bookmarks and folders(including the Personal Toolbar Folder) should
    appear as menu items. Menuitems that are folders should have a solid
    triangle indicating a submenu is present. Bookmarks and folders(including the Personal Toolbar Folder) should
    appear as menu items. Menuitems that are folders should have a solid
    triangle indicating a submenu is present. Bookmarks should appear with the green ribbon icon. Folders should have
    a folder icon. The Personal Toolbar Folder should have a combination
    icon. The Manage Bookmarks window should appear and be populated with
    bookmarks and folders."
T-2,"Purpose
This basic testcase is designed to verify that a bookmark is properly
  added and is displayed at the appropriate places.","Initial Conditions
You must have a bookmarks file. To promote consistency, you may choose to use the default set of Netscape Seamonkey Bookmarks . You also have the option to use this very large bookmarks file . You must also customize your sidebar to include a bookmarks panel.

Steps/Description
Select the toplevel 'Bookmarks' menu then select the first menuitem
    'Add Bookmark'.

Expected Results
The title of the page you selected should appear as a bookmark in:
the toplevel 'Bookmarks' menu the 'Bookmarks' popup menu on the personal toolbar the 'Bookmarks' panel in MySidebar in the Manage Bookmarks view (select Bookmarks| Manage Bookmarks)"
T-8,"Purpose
This basic testcase is designed to verify that the fundamental bookmark
  function is in place, i.e. clicking on a bookmark takes you to that page.","Initial Conditions
You must have a bookmarks file. To promote consistency, you may choose to use the default set of Netscape Seamonkey Bookmarks . You also have the option to use this very large bookmarks file . You must also customize your sidebar to include a bookmarks panel.

Steps/Description
Select the toplevel ""Bookmarks"" menu. Select any bookmark on the
    list. Click ""Bookmarks"" on the Bookmarks/personal toolbar. Select any
    bookmark on the list. Open the sidebar; click on the ""Bookmarks"" panel. Double-click any
    bookmark on the list. From the toplevel ""Bookmarks"" menu select ""Manage Bookmarks"".
    Double-click any bookmark in the window.

Expected Results
In all cases, the url corresponding to the bookmark you selected should be
  loaded in the browser window."
T-10,"Purpose
This basic testcase is designed to verify that the edit properties feature
  works as prescribed for various items.","Initial Conditions
You must have a bookmarks file. To promote consistency, you may choose to use the default set of Netscape Seamonkey Bookmarks , which I
    use. I have also provided the default Mozilla bookmarks file. You also have the option to use this very large bookmarks file . You must also customize your sidebar to include a bookmarks panel.

Steps/Description
Select Bookmarks|Manage Bookmarks. Select a bookmark. Select File|Bookmark Properties. Change the Name OR the Location. Edit the Description field. Click ""OK"" Surf the link. Select a folder. Select File|Bookmark Properties. Change the Name. Change the description. Click ""OK"".

Expected Results
For step(2) the changes should take effect upon pressing ""OK"". The
    changes should be seen in the four standard locations.If the name changed
    clicking the new bookmark name should go to the same url. If the url
    changed, clicking the same name should go to the new url. For step(3) the changes should take effect upon pressing ""OK"". The
    changes should be seen in the four standard locations."
T-13,"Purpose
This basic testcase is designed to verify that separators are properly
  added and deleted.","Initial Conditions
You must have a bookmarks file. To promote consistency, you may choose to use the default set of Netscape Seamonkey Bookmarks , which I
    use. I have also provided the default Mozilla bookmarks file. You also have the option to use this very large bookmarks file . You must also customize your sidebar to include a bookmarks panel.

Steps/Description
Select Bookmarks|Manage Bookmarks. Select a bookmark. Select File|New Separator. Select the separator. Select Edit|Delete, click ""OK"".

Expected Results
After step (3) separator should immediately appear below the selected
    item in the toplevel bookmarks menu, the bookmarks popup on the personal
    toolbar, the bookmarks sidepanel, and the manage bookmarks window. After step (4) the separator should immediately disappear (be deleted)
    from the toplevel bookmarks menu, the bookmarks popup on the personal
    toolbar, the bookmarks sidepanel, and the manage bookmarks window."
T-19,"Purpose
This basic testcase is designed to verify that columns are resizable by
  dragging them to an arbitrary size.","Initial Conditions
You must have a bookmarks file. To promote consistency, you may choose to use the default set of Netscape Seamonkey Bookmarks , which I
    use. I have also provided the default Mozilla bookmarks file. You also have the option to use this very large bookmarks file . You must also customize your sidebar to include a bookmarks panel.

Steps/Description
Select Bookmarks|Manage Bookmarks. Mouseover the separator between the ""Name"" and ""URL"" columns. Click and drag that separator to the left and right. Repeat this with each of the other column separators.

Expected Results
In step(2) the mouse pointer should change to a double-arrowed
    icon (platform specific or XP?). In step(3) the column sizes on either side of the separator should
    shrink and grow as you drag. The content of the column should move with
    the column header. Column content that is obscured should be replaced by
    the ellipsis(?)."
T-30,"Purpose
This basic testcase is designed to verify that bookmarks and folders can't
  be dropped onto themselves, an immediate parent container or any child
  container.","Initial Conditions
You must have a bookmarks file. To promote consistency, you may choose to use the default set of Netscape Seamonkey Bookmarks , which I
    use. I have also provided the default Mozilla bookmarks file. You also have the option to use this very large bookmarks file . You must also customize your sidebar to include a bookmarks panel. As part of your bookmarks file you need a folder (lets' call it folder
    ""A"") that contains bookmarks and another folder (let's call this folder
    ""A 1 "" (read Asub1)) that contains bookmarks as well.

Steps/Description
Select Bookmarks|Manage Bookmarks. Select folder A 1 then drag&drop it onto or within
    itself Select folder A 1 then drag&drop it onto or within folder
    A. Select folder A then drag&drop it onto or within folder
    A 1 . Select a bookmark within folder A 1 and drop it onto folder
    A 1 .

Expected Results
Nothing should happen! No bookmark or folder should be moved in any of
    these cases. Ideally, one should see the International symbol for ""No""
    cursor."
T-33,"Purpose
Determine whether native and non-native images are correctly copied.","Initial Conditions
None.

Steps/Description
For each of the below images:
Follow the link Copy the image to the Clipboard View the system Clipboard. --- To view the system Clipboard: Mac OS: Select ""Show Clipboard"" from the Finder. Windows: Select ""Clipboard Viewer"" from the Accessories
    subgroup of the Programs group.

Expected Results
The image should appear in the clipboard, identically to how it appeared
  within the browser window."
T-35,"Purpose
Determine whether extremely large text blocks can be copied from web
  pages.","Initial Conditions
None.

Steps/Description
For each of the below-linked text pages:
View the page. Select all of the text. From the Edit menu, select Copy. View the System Clipboard (or copy it into a copy/paste enabled text
    editor, such as BBEdit or WordPad)

Expected Results
The text should be successfully copied, and displayed in its entirety in
  the System Clipboard (or within the attempted application)."
T-54,"Purpose
Verify that files, folders, or shortcuts dragged from a Find File window
  opens properly in the browser window (Windows / Mac OS)","Steps/Description
Download the test archive for your system, linked below, to your
    computer and decompress it. Open your system's find application. In Windows, open the Start menu, open the Find sub-menu, and choose
      Files and Folders. In Mac OS, switch to Finder, and choose Find from the File menu. Search the disk volume for file mozqahome.html . Drag the file icon from the Find window
    to your browser window. Search the disk volume for find-folder .
    Drag the folder icon from the Find window to your browser window. Search the disk volume for dmozBookmark .
    Drag the shortcut file icon from the Find window to your browser
    window.

Expected Results
3. The browser should display the text of the Mozilla QA Home Page.
4. The browser should display the directory contents of find-folder .
5. The browser should display the dmoz.org site."
T-69,"Purpose
This basic testcase is designed to verify that you can save a form's data
  from the edit menu","Initial Conditions
You should have no form data saved

Steps/Description
Go to a site that needs information, for example mapquest.com Fill in all the fields for driving directions and click get
    directions Click yes From the Tools menu, open the Form Manager sub-menu, and then choose
    Edit Form Info

Expected Results
2. A dialog should appear asking if you would like to save the values you
  filled in
3. Your data should be saved to Form Manager
4. Your saved data should appear in the Forms Manager"
T-75,"Purpose
Verify that when you encounter a Web site that could be prefilled and
  have several choices for fields that you are given the pre-fill dialog
  and can select from the appropriate values and the information is filled
  into the form","Initial Conditions
You should have several values for several data fields saved.

Steps/Description
Go to a site that needs information, for example time.com Click subscribe to Time Enter the Name, Address and e-mail information From the Edit menu, choose Save Form Info Go to another site that requires the same information (Name,
    address, and e-mail) such as wired.com and click on subscribe to wired
    (Enter in different values) From the Edit menu, choose Save Form Info Now go to a third site which requires this same information, such
    as marthastewart.com and click on subscribe to Martha Stewart
    Living From the Edit menu, choose Fill in Form Verify that the different values entered on steps 3 and 5 are
    options for the fields to be prefilled Verify that you can select different values in this dialog and the
    appropriate values are entered on the form

Expected Results
2. You should be taken to a page where you can enter name, address and
  e-mail information
4. Your data should be saved to Form Manager
6. You should be taken to a page where you can enter name, address and
  e-mail information
7. You should be taken to a page where you can enter name, address and
  e-mail information
8. A dialog box should appear with your previously saved field values
  as choices in drop down menus"
