ID,Purpose,Test steps
T-5,"Purpose
This basic testcase is designed to verify that a bookmark is properly
  deleted and is no longer displayed at the appropriate places.","Initial Conditions
You must have a bookmarks file. To promote consistency, you may choose to use the default set of Netscape Seamonkey Bookmarks . You also have the option to use this very large bookmarks file . You must also customize your sidebar to include a bookmarks panel.

Steps/Description
Select the toplevel 'Bookmarks' menu then select the 'Manage Bookmarks'
  menuitem.
Select (highlight) a bookmark, press the delete key, OR Select (highlight) a bookmark, Select Edit|Delete. Click OK in the
    dialog that appears.

Expected Results
The title of and link to the bookmark should now be removed from:
the toplevel 'Bookmarks' menu the 'Bookmarks' popup menu on the personal toolbar the 'Bookmarks' panel in MySidebar in the Manage Bookmarks view (select Bookmarks| Manage Bookmarks)"
T-20,"Purpose
This basic testcase is designed to verify that you can pick which columns
  you would like to show/hide.","Initial Conditions
You must have a bookmarks file. To promote consistency, you may choose to use the default set of Netscape Seamonkey Bookmarks , which I
    use. I have also provided the default Mozilla bookmarks file. You also have the option to use this very large bookmarks file . You must also customize your sidebar to include a bookmarks panel.

Steps/Description
Select Bookmarks|Manage Bookmarks. Click the icon on the far right of the column headers. Uncheck two of the items (columns). Recheck an item. Quit and restart the application.

Expected Results
Step(2) a popup menu should appear listing all of the column headers as
    menuitems. Step(3), they should all be checked by default and unchecking should
    cause that column to disappear from the manage bookmarks window. Step(4), the columns should reappear upon rechecking its name on the
    list. Step(5) the columns should appear just as the did after step(4)."
T-30,"Purpose
This basic testcase is designed to verify that bookmarks and folders can't
  be dropped onto themselves, an immediate parent container or any child
  container.","Initial Conditions
You must have a bookmarks file. To promote consistency, you may choose to use the default set of Netscape Seamonkey Bookmarks , which I
    use. I have also provided the default Mozilla bookmarks file. You also have the option to use this very large bookmarks file . You must also customize your sidebar to include a bookmarks panel. As part of your bookmarks file you need a folder (lets' call it folder
    ""A"") that contains bookmarks and another folder (let's call this folder
    ""A 1 "" (read Asub1)) that contains bookmarks as well.

Steps/Description
Select Bookmarks|Manage Bookmarks. Select folder A 1 then drag&drop it onto or within
    itself Select folder A 1 then drag&drop it onto or within folder
    A. Select folder A then drag&drop it onto or within folder
    A 1 . Select a bookmark within folder A 1 and drop it onto folder
    A 1 .

Expected Results
Nothing should happen! No bookmark or folder should be moved in any of
    these cases. Ideally, one should see the International symbol for ""No""
    cursor."
T-36,"Purpose
Determine whether extremely large images can be copied from web pages.","Initial Conditions
None.

Steps/Description
View the below-linked 4.7 MB JPEG image. Copy the image to the system Clipboard. View the system Clipboard, or page the Clipboard contents to an
    application that supports image display.

Expected Results
The JPEG file should be properly displayed on the system Clipboard."
T-40,"Purpose
Determine whether HTML entities are
  properly copied from web pages.","Initial Conditions
None.

Steps/Description
View the below-linked web page. Copy its content. Paste it into a text editor, such as WordPad (Windows) or BBEdit
    (Mac).

Expected Results
After step #3, the character entities should continue to display correctly
  when pasted out of the browser."
T-41,"Purpose
To confirm that dragging a text or image link from one browser window to
  another opens the link in the target window.","Steps/Description
Open the testfile.html test file Open a new browser window Drag the Drag Me link from the first browser window to the new
    window Drag the Space Shuttle image from the first browser window to the new
    window.

Expected Results
3. The dragme.html page should open in the
  new window
4. The large space shuttle image should open in the new window."
T-43,"Purpose
To verify that dragging an image across browser windows opens the image in
  the target window.","Steps/Description
Open the testfile.html test file Open a new browser window Drag the Space Shuttle image from the first browser window to the
    target window.

Expected Results
3. The target browser window should open the the space shuttle image"
T-44,"Purpose
To verify that dragging an image onto the desktop saves the image.","Steps/Description
Open the testfile.html test
    file Drag the Space Shuttle image onto the desktop

Expected Results
2. The image should be saved onto the desktop.
On Mac OS, the image should also have a file type of JPEG; check using a
  tool like Resorcerer or ResEdit.)"
T-50,"Purpose
Confirm that dragging a text file to the browser window displays the
  document contents","Steps/Description
Drag a text file from your desktop to the browser window

Expected Results
The document content should be displayed in the browser window as if the
  file were opened from File|Open."
T-52,"Purpose
Confirm that files for installed helper applications are properly
  processed when dragged from the desktop","Initial Conditions
Macromedia Flash helper application is installed for the application

Steps/Description
Download the firstrun.swf test file to your
    computer From your desktop or file manager, drag the downloaded file to the
    browser window

Expected Results
2. The RealPlayer 7 intro animation should display within the browser
  window."
T-53,"Purpose
Confirm that invalid or unusual items dragged to the browser window are
  handled properly","Steps/Description
From your desktop or file manager, drag a system or application file to
    the browser window Drag to the browser window a printer icon, as well as an shortcut/alias
    to it. On Windows, this icon would be in the Printers folder of My Computer.
      On Mac OS, this icon would be on your desktop; should a desktop printer
      not exist, select it in the Chooser, and press the Create button. Drag to the browser window the Recycle Bin icon (Trash on Mac OS), as
    well as an shortcut/alias to it. Select multiple files on the desktop or in your file manager, and drag
    these files to the browser window (Mac OS) Drag an HTML file with a slash ( / ) in the file
    name, and a file with a backslash ( \ ) in the file name. (Mac OS) Drag an HTML file with a hex character sequence such as %3A or %30 in the file name (e.g. foo%3Abar
    baz ) Repeat steps 1-6 for the Location Bar. Repeat steps 1-6 for the Personal Toolbar

Expected Results
1-3. The web browser should reject or ignore the drag&drop or prompt
  an Unknown Content Type dialog, presenting the user with the option to
  save the file to disk.
4. Each file dropped onto the browser window should be opened in separate
  windows or tabs.
5-6. The files should be displayed without error
7-8. All drag&drop operations should be rejected"
T-56,"Purpose
Verify that dragging the URL proxy icon (in the Location Bar) to a browser
  window opens that URL in target window.","Steps/Description
Open a Web site Open a new browser window Drag the URL proxy icon in the Location Bar of the first browser window
    to the new window

Expected Results
3. The Web site should open in the target window"
