ID,Feature,Description
S12,PQ values to HES within 4h,The PQ values (15-minute values) shall be delivered at the latest within 4 hours from registration in the Metering Units to HES
S58,Cumulative calculator,The metering unit shall be equipped with a cumulative counter and display at least 7 integer digits and 3 decimal digits.
S72,Resistant labeling,"The marking of the Meter's manufacturing number shall be permanent for the lifetime of the Metering Unit, i.e. no removable tape or print that can be scraped off."
S75,Location of the label,"The manufacturing number of the meter shall be placed on a non-removable part (not connection cover, not communication module cover, etc.)."
S86,Management of both primary and secondary registration,"The metering units shall be able to handle both primary and secondary registration of Metrics,"
S88,Cat 2 shall meet the requirements for control,"Category 2 metering units shall meet the requirements for Inspection, according to Regulation STAFS 2009:8, for the first Inspection, however, a maximum of 12 years after Final Approval has been given by the Client."
S89,Metering unit in HES,"In HES there should be functionality for automatic and manual administration:
- Installation of new Metering Unit
- Replacement of the Metering Unit
- Decommissioning of Metering Unit"
S91,Data in HES,"The HES shall handle at least the following types of data:
- Structure data (e.g. Facility ID, Metering Unit)
- Metrics (Metrics with e.g. ID number, status, timestamp)
- Events (Event with e.g. Event ID, times, Alarms)"
S94,Automatic collection of Measured values,The Metering system shall be configurable for regular automatic collection of Metric Values from Metering Units to HES.
S111,Exporting reports and data,"Retrieved measurement and structural data as well as completed reports shall be exportable to any standardized text file format, such as csv."
S119,Energy values are exported within 30 sec,The energy values (15-minute values) shall be exportable from HES via integrations to other systems within 30 seconds after registration in HES
S135,Time interval for metric values,There shall be functionality to select different time intervals and time resolution for the Metrics presented.
S136,Setting the number of decimal places,"In the HES user interface, it shall be possible to set the number of decimal places to be displayed for a Metric Value."
S139,Events to alert list,Events configured to generate Alarms shall be displayed in an Alarm List.
S143,logging of events,Events in the Metering System shall be logged in an event list in HES.
S163,Request further confirmation,"Commands, initiated by the User in HES, which may have serious consequences in case of incorrect handling (deletion of stored measurement and structure data and disconnection and reconnection of power) shall require additional confirmation before execution"
S172,Status of switches to other GE system,The HES shall be able to send information to other facility systems if a Metering Unit's circuit breaker is switched on or off.
