ID,Purpose,Test steps
T-10,"Purpose
This basic testcase is designed to verify that the edit properties feature
  works as prescribed for various items.","Initial Conditions
You must have a bookmarks file. To promote consistency, you may choose to use the default set of Netscape Seamonkey Bookmarks , which I
    use. I have also provided the default Mozilla bookmarks file. You also have the option to use this very large bookmarks file . You must also customize your sidebar to include a bookmarks panel.

Steps/Description
Select Bookmarks|Manage Bookmarks. Select a bookmark. Select File|Bookmark Properties. Change the Name OR the Location. Edit the Description field. Click ""OK"" Surf the link. Select a folder. Select File|Bookmark Properties. Change the Name. Change the description. Click ""OK"".

Expected Results
For step(2) the changes should take effect upon pressing ""OK"". The
    changes should be seen in the four standard locations.If the name changed
    clicking the new bookmark name should go to the same url. If the url
    changed, clicking the same name should go to the new url. For step(3) the changes should take effect upon pressing ""OK"". The
    changes should be seen in the four standard locations."
T-51,"Purpose
Confirm that supported image files dragged to the browser window are
  properly displayed","Steps/Description
Download each of the image files each below to your computer From your desktop or file manager, drag each downloaded file to the
    browser window

Expected Results
2. Each image should be displayed in the browser window."
T-114,"Purpose
This basic testcase is designed to verify that the New to the net help
  content comes up when clicked, is displayed corectly, and prints
  correctly","Initial Conditions
Netscape should be started and a printer should be installed on the
  machine you are using

Steps/Description
Select the toplevel Help menu. Select ""What's new in Netscape 6"" Click ""My sidebar is yours"" Close the window created in 3 and click on ""Search from anywhere,
    anytime"" Close the window created in 4 and click on ""Convenient
    Services"" Close the window created in 5 and click on Start using
    Netscape

Expected Results
2. Verify that a screen describing new features in Netscape 6 comes
  up
3. Verify that a window describing ""My sidebar"" appears in a new
  window
4. Verify that ""Fast and Convenient Search from the Location Bar"" page
  comes up
5. Verify that ""A host of Services"" window comes up
6. Verify that you are taken to http://home.netscape.com/?cp=wn6"
T-116,"Purpose
Determine whether the Security Center displays correctly","Initial Conditions
Netscape should be started up

Steps/Description
From the Help Drop Down Menu, select Help and Support Center Click on the Security Center Link

Expected Results
The images should be too big for the browser window and you should
  have to scroll to see the entire pictures (should not resize with
  text)"
T-119,"Purpose
Determine whether the About Netscape displays correctly","Initial Conditions
Netscape should be started up

Steps/Description
From the help drop down menu, select About Netscape 6 Click on Contributors link Click on Mozilla Public License and Netscape Public License Click on the license link Click on the Java link Click on the Sun Microsystems link Click on the Copyright Â© 1998-2000 Support.com, Inc. link Click on the Lernout & Hauspie Speech Products N.V. link Click on the Net2Phone, Inc. Hackensack, NJ USA. link

Expected Results
1. The About Netscape page should come up
2. Verify that the Contributors page (Terri Preston should be listed)
  :-)
3. Verify that you are taken to http://www.mozilla.org/MPL/
4. Verify that you are taken to
  jar:resource:///chrome/en-US.jar!/locale/en-US/global/license.txt
5. & 6. Verify that you are taken to http://java.sun.com/
7. Verify that you are taken to http://www.support.com/
8. Verify that you are taken to the Lernout & Hauspie page (this
  is currently NS bug 12462 )
9. Verify that you are taken to http://www.net2phone.com/"
T-121,"Purpose
This basic testcase is designed to verify that links are properly added to
  the global history file.","Initial Conditions
You must have used the installation of the browser you plan to
    test. If you have not, browse around some, then come back. Or run the gomenu-list test first.

Steps/Description
Select Go|History. Observe the contents of the Global History Window. Quit and restart the browser. Select Go|History.

Expected Results
If you've observed the initial conditions, the History window should be
    non-empty upon first observation. After restart, the History window should still be non-empty."
T-135,"Purpose
This basic testcase is designed to verify that links are properly added to
  the global history file.","Initial Conditions
Your session history needs to be empty for this test so restart the
    browser or open a new window. To check, the Back/Forward buttons should be
    inactive and the dropdowns should not appear at all when the session
    history is empty.

Steps/Description
Follow this Netscape link. Follow this Netscape
    People link. Wait for the redirect (15sec). Follow this Mozilla QA link. Follow this Mozilla link. From the ""Back"" button dropdown select the 4th item from the top
    ""Netscape.com"". From the ""Forward"" button dropdown select the 3rd item from the top
    ""Mozilla QA Home Page""

Expected Results
For Step(6), the dropdown menu should be apparent and active, the 4th
    item should be ""Netscape.com"", the page title, and selecting it should
    actually load that page For Step(7), the dropdown menu should be apparent and active, the 3rd
    item should be ""Mozilla QA Home Page"", the page title, and selecting it
    should actually load that page."
T-148,"Purpose
Determine that you can right click an image and print it.","Initial Conditions
Have mozilla started up and a printer installed on your machine.

Steps/Description
Complete these steps for all images below
Open one of the files listed below Right click the image and select print

Expected Results
Image should print."
T-152,"Purpose
To confirm that images load directly into the web browser from a local
  hard drive.","Initial Conditions
Disk and memory caches to be cleared.

Steps/Description
Copy these below-linked files to your hard drive: vlpan12.gif,
    vlpan11.jpg and wall_ni.png. View each of those images.

Expected Results
After loading vlpan12.gif, a 530x462 GIF image of the surface of Mars
  should display.
After loading vlpan11.jpg, a 1496x1536 JPEG image of the surface of
  Mars should display.
After loading wall_ni.png, a 640x480 PNG image of the Great Wall
  should display."
T-154,"Purpose
Confirm that an automatically updated web cam continues to refresh
  over an extended (24 hours) period of time.","Initial Conditions
System under test must be configured to continue normal operation and
  not ""sleep"" or power down after an extended period of inactivity.

Steps/Description
Launch Netscape 6 View the test page (linked below) Leave the browser operating untouched for 24 hours

Expected Results
The images on the page should continue to auto-refresh every 45
  seconds."
